review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ
5.0,31 May 2024,Engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW87830288.htm,Engineer,Former employee,,,Bengaluru,"Good….
Friendly 
Guidance
All good","Saturday working 
Nil
Nothing else bad",Show more
5.0,25 May 2024,.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW87632436.htm,Accounts assistant,Current contractor,,,,"Good
Beautiful campus
Good work environment
Good place to learn",No flexible hours for Contract employees,Show more
4.0,14 May 2024,Trainee engineer at BEL Bengaluru,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW87269445.htm,Trainee engineer,"Former contractor, more than 3 years",,,Bengaluru,"Work life balance
General shift",No compensation on extra working hours,Show more
4.0,16 May 2024,Internship at BEL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW87336211.htm,Project intern,"Current intern, less than 1 year",,,Bengaluru,"- Mentors helps you throughout the project
- Flexible working time",- most of the internships are unpaid,Show more
4.0,21 May 2024,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW87485686.htm,Senior engineer,Current employee,Good order value with bright future,Can be better in employee management,,,,
4.0,18 May 2024,Good for beginner,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW87408355.htm,Software engineer,"Former employee, more than 1 year",Learning opportunities is very good,No good hike. Management should work on hike,Bangalore Rural,,,
4.0,16 May 2024,For freshers it's good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW87359809.htm,Graduate trainee,"Former intern, less than 1 year",Good communication project a fresher can learn good,Only limited period and less pay,Bengaluru,,,
3.0,20 May 2024,Unorganized managment,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW87445771.htm,Project engineer,"Former contractor, less than 1 year",work and life balance is fine,No proper management and career growth,Port Blair,,,
5.0,14 May 2024,Very Informative,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW87254443.htm,Ai engineer,Current intern,"Very helpful team, no pay but it's worth the experience",No pay but it's all good.,New Delhi,,,
5.0,3 May 2024,Mainly defence manufacturing company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW86950499.htm,Calibration engineer,Current contractor,This company is Purely defence manufacturing company not for public,"This organisation is mainly defence services like, Army Navy and airforce service..",,,,
3.0,17 May 2024,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW87400598.htm,Manager,Former contractor,Vast resources experienced infrastructure knowledge,No upskilling montonous lack of innovation,Bangalore Rural,,,
4.0,30 Apr 2024,"Good company to learn things, approachable mentors",https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW86830609.htm,Intern,"Former intern, less than 1 year",Approachable mentors and can learn a lot of new things,dress code is strict there.,Hyderābād,,,
4.0,21 Apr 2024,One of the best companies in India! if your passionate about Mechanical Engineering,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW86523102.htm,Product designer,"Current intern, less than 1 year",Very professional and a peaceful enivorment.,Flexibility and food are not great.,Hyderābād,,,
5.0,1 May 2024,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW86856795.htm,Software engineer intern,Former intern,Good space to work here,Nothing like cone in this company,,,,
5.0,19 Apr 2024,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW86477230.htm,Gapp trainee,"Former employee, less than 1 year",Bharat Electronics Limited is Good PSU for who wants to do job in under ministry of defence.,Less apportunity for the permanent position.,Navi Mumbai,,,
4.0,23 Apr 2024,great job with work life balance,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW86616816.htm,Anonymous employee,Former employee,great work life balance and benefits,may feel bit outdated with system in place,,,,
3.0,27 Apr 2024,Fine,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW86741560.htm,Anonymous intern,"Former intern, more than 1 year","Industrial experience, exposure to technology","Contractual, nothing much to learn after a certain time interval",Bengaluru,,,
4.0,20 Apr 2024,Salary @ BEL as a Project Engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW86517402.htm,Project engineer,"Current contractor, more than 3 years",,,Chennai,"Work life balance
On time salary","Management issue
Extra working hours",Show more
5.0,7 Apr 2024,Learning experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW86093549.htm,Web developer,"Former intern, less than 1 year","Get to learn soo much, the mentor assigned to us was so helpful throughout the process",Had to wear traditional clothes throughout,Bengaluru,,,
3.0,3 Apr 2024,Opportunity will be provided to everyone but the way we utilise it there depends,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85956173.htm,Intern,Former intern,Government organization is always a better choice,No reasons to tell for not working there,Jālahalli,,,
4.0,9 Apr 2024,For freshers it's good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW86170980.htm,Graduate engineer trainee,"Former intern, more than 1 year",Good to start as intern,Pay is less and they can increase pay for traineee means it's good,Bengaluru,,,
4.0,17 Mar 2024,Great learning experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85413747.htm,Deputy engineer,Former employee,,,,"Job security, executive facilities, system level understanding of RADARs and you get to work with multiple teams.",rules and procedures followed are way old and not upgrading as per market standards. No transperancy in reviews and ratings.,Show more
4.0,20 Mar 2024,Job Benefits,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85519652.htm,International project engineer iii,"Current contractor, more than 3 years",,,Bengaluru,Good for starting career as less work pressure good salary,"Cannot become permanent through internal hiring, obviously can fill form on PAN India level but make sure you fall under age criteria",Show more
5.0,12 Apr 2024,Extremely good company for Mechanical Engineers,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW86254401.htm,Project engineer,"Current contractor, more than 3 years",,,Krishna,"Work-Life Balance
Good Pay
Learning by doing","NIL
NIL
NIL
NIL
NIL",Show more
3.0,2 Apr 2024,Contract Engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85905349.htm,Graduate engineer trainee,"Current employee, more than 3 years",,,Bangalore Rural,"Surrounding is good, good for beginners to learn",Security & guard Maintenance for trainee engineer somewhat to be kind,Show more
3.0,31 Mar 2024,Good experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85869813.htm,Gapp trainee,"Former employee, less than 1 year","No pros of the company, no scope for technical work","Work duration is more ,less stipend",Bengaluru,,,
4.0,26 Mar 2024,Good environment and projects,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85716259.htm,Trainee engineer,"Former contractor, more than 3 years",,,Bengaluru,"Good work life balance
Good projects from renowned organisations",Too much security for the employees is not feasible,Show more
5.0,15 Mar 2024,Great company to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85377456.htm,Trainee engineer,"Former employee, more than 1 year",,,Bengaluru,The work culture and the strict timings!,You will experience more pros after leaving the company only. Untill you are there you won't value it.,Show more
5.0,28 Mar 2024,Good place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85795531.htm,Anonymous employee,Former employee,,,,"Good place to learn
Very good","No cons
No cons
No cons
No cons",Show more
4.0,1 Mar 2024,Defence Company Group to be Indian,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW84896416.htm,Senior project engineer,"Current contractor, more than 3 years",,,Bengaluru,"Good for learning and understanding the concept of engineering Branch.Work with ARMY,Navy,IAF. It is grateful for me",For permanent post Project engineer not applicable .,Show more
4.0,17 Mar 2024,Overall Experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85423067.htm,Trainee engineer,"Current contractor, more than 1 year","Good seniors, Good exposure, opportunity to learn","Salary for contract engineers, Leaves and perks are less for contract engineers",Ghaziabad,,,
4.0,25 Mar 2024,About company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85674410.htm,Software developer,Former employee,Good with technology and team,Hectic timings and no work balance life,,,,
4.0,14 Mar 2024,work place environment,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85354350.htm,Project engineer,"Former contractor, less than 1 year",,,Bengaluru,"Attire allowance, disciplined work environment, Great learning, Defence equipment manufacturing","nothing specific, but salary wise little low",Show more
4.0,13 Mar 2024,Good stable job,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85290404.htm,Software engineer,"Former employee, more than 3 years",,,Bengaluru,"stable job 
no phone call after office hours
fixed increment of 3 percent","strict rules, and timing
less salary",Show more
5.0,20 Mar 2024,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85518518.htm,Member(research staff),"Current employee, more than 3 years",Good work done here and good,Nothing bad to be told,Bangalore Rural,,,
4.0,11 Mar 2024,good place to work and find opportunities,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85232585.htm,Associate engineer,"Former contractor, more than 1 year","free food, medical cover, govt holidays","work load, strict timings and slow growth",New Delhi,,,
4.0,12 Mar 2024,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85244442.htm,Senior executive,Current employee,,,,Good place to learn with employees,Work explore is good and learning aspects are more.,Show more
4.0,9 Mar 2024,Good Work Culture,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85161745.htm,Project engineer,Current employee,"Good Work Culture , Good Work Life Balance",Job Security is zero for Project Engineers and Trainee Engineers,Panchkula,,,
5.0,15 Mar 2024,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85369645.htm,Trainee engineer,"Former employee, less than 1 year",Learn new technology of defence,Slow growth for future prospects,Bengaluru,,,
5.0,26 Feb 2024,Manual testing,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW84746226.htm,Software test engineer,"Current employee, more than 1 year","Work culture, environment and the employees, everything is good over there",Everything is good but only the disadvantage for the third party employees,Hyderābād,,,
4.0,11 Mar 2024,Learned Experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW85214901.htm,Member research staff,"Former contractor, more than 3 years",work in lots of good project,they pay very less salary,"Ghāzīpur, Uttar Pradesh",,,
4.0,20 Feb 2024,I had a good experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW84549222.htm,Engineer,Former temporary employee,,,,"I have worked in EVM manufacturing unit
And have attended Election duties as well.","Nothing much, I want to work in IT so not interested here.",Show more
4.0,27 Feb 2024,Review,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW84776197.htm,Engineer,"Current employee, more than 1 year",Good coworker to speak in workplace,Bad with the salary given,Chennai,,,
1.0,29 Jan 2024,Working Environment of BEL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW83824492.htm,Project engineer,"Current employee, more than 3 years",,,Ghaziabad,For local person this is very good and feverable company.enjoy only local person .,Working environment is very toxic for serviving this atmosphere. Atmosphere is totally feverable for local people .for local people company have different rule and regulation and for outside of state people have different rules and regulation.,Show more
