"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"1.0","25 Sept 2018","Havells worst company","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW22643915.htm","Farmer asm","Former employee, more than 1 year","Mumbai","","","Its advertisement, publicity in electrical field","Havells India is using employees to get business potentail, later will be dumped. Company wont agrees its wrong policy, make you suffer, high work pressure, no systemetic approach. Only fan, wire sells rest all not selling because of low quality and high pricing..... It is better to avoid this kind of organisations. HR relationship is poor, everything like machine working here.......","Show more"
"3.0","23 Jan 2018","Quality Assurance Engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW18871508.htm","Anonymous employee","Current employee","","","","*Growing industry,great learning platform
*No communication barrier, one can easily voice his/her opinions
*Exclusive trainings","*No defined hierarchy
*Salary structure different for the same post
*Lacks professional systems
*Work culture not conducive for working","Show more"
"4.0","22 Jun 2018","Balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW21165610.htm","Senior dgm","Current employee, more than 3 years","Noida","","","Stable organization to work. Multi domain business domain and one of the strongest electrical Indian company","Low growth for employee, too many decision making steps. No control distribution in this company","Show more"
"5.0","14 Jul 2019","Architect","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW27986591.htm","Anonymous employee","Current employee","","","","Good Company, Good Salary, always ready to accept innovative ideas and new technology.","There is not as such major cons but Management needs to be improve. Still such people are in system who does not show respect for your juniors.","Show more"
"3.0","26 Sept 2016","ASSISTANT MANAGER--SALES","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW12071623.htm","Anonymous employee","Former employee","","","","Exposure to the market, this company is aggressive when it comes to sales and hence a lot of insight comes from such exposure.They don't hesitate in paying good money to their employees.Career growth is certain with such learning experience.","nothing i can think of","Show more"
"3.0","27 Oct 2016","Not good for a engineering fresher from good college","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW12477148.htm","Quality assurance engineer","Current employee, less than 1 year","Alwar","","","Salary in time 
Increments in salary
Good reputation of the company in the market
Easy work and tasks to perform","Old style of management
No awareness of new methods in engineering 
Bad in maintenance","Show more"
"1.0","27 Aug 2019","Low job security, no focus of employee learning, lala culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW28885605.htm","Technology analyst","Current employee, more than 8 years","Noida","","","No pros, not at all join this company.","You can be fired anytime. Low quality product with premium price. Nothing great about company. They can fire you even you have worked for them 25 years. They only give you marely one months salary as notice period.  They have social media teams also to manage ratings also","Show more"
"2.0","8 Nov 2021","Electrical |Apprentice| Neemrana|","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW55047596.htm","Apprentice","Former intern, less than 1 year","Nīmrāna","","","1.Great technical learning environment 
2.Supportive Team
3, Fresh lunch at low price
4,Regular events for refreshment","1. Plants are in interior areas so you have fix area to work , you can't move out
2. NO leaves for this designation","Show more"
"4.0","30 Jul 2021","Handling Rural Business","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW50473277.htm","Senior manager","Current employee, more than 3 years","","","","Best Working Culture and enthusiastic growing Organization. Teams are full of energy and looking for market potentials. One of best place to work","Opportunity in many Regions for Leadership in business. 
Perks could be much better.
Position & profile should be offered for deserving candidates.","Show more"
"4.0","1 Aug 2021","Marketing","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW50554146.htm","Assistant manager","Former employee, more than 8 years","Hubli","","","Good company for experienced, lot of career opportunities in marketing and sales department, management very strict and disciplined, good salary","Work life Balance average, travel
Good company for experienced, lot of career opportunities in marketing and sales department, product range is low and pricing is high","Show more"
"2.0","5 Aug 2020","Poor environment in DP Division","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW34634629.htm","Assistant general manager sales","Former employee, more than 1 year","Jaipur, Rajasthan","","","As such no reason to work. Only reason is no late sitting","It’s the place to do politics. Generally in DP division politics is on peak and DP team is not willing to have new team member","Show more"
