"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"3.0","29 Aug 2024","Work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90542405.htm","Operations executive","Current employee, more than 1 year","","","","Mālād","All the manager and TL is very helpful work culture is very nice ....","No salary increase and politics"
"3.0","31 Aug 2024","senior manager 1","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90598894.htm","Senior manager","Current employee, more than 1 year","","","","Mumbai","great employee benefits, flexible office timings","dictatorship, toxic environment created by the manager"
"5.0","1 Sept 2024","FSC","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90608011.htm","Financial services consultent","Current employee, less than 1 year","Freinship atmosphere supporting callings familiar","Nothing anything downside in icici prudential","Show more","Dhamtari","",""
"5.0","31 Aug 2024","great","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90590533.htm","Unit manager","Current employee, more than 3 years","","","","Bhāgalpur, Bihar","good environment in office and good organization","heavy work pressure in agency channel"
"4.0","11 Aug 2024","Happy Environment","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW89997106.htm","Unit manager","Current employee, more than 1 year","Its a very good company to start career as a fresher.","new is joining is not getting proper time to build his/her distribution.","Show more","Guwahati","",""
"4.0","31 Aug 2024","Good organization","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90596940.htm","Branch manager","Current employee","","","","Bengaluru","Good Employee Policies from Management","Middle Management needs to improve"
"4.0","28 Aug 2024","Banca Assurance","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90496260.htm","Business trainee, level 3","Former employee, more than 1 year","","","","Malappuram, Kerala","Received good salary on time","Work pressure is little bit higher"
"5.0","25 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90400935.htm","Unit manager","Current employee, less than 1 year","Brand value this insurence company","Some time word more heard","Show more","","",""
"3.0","25 Aug 2024","manager was not good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90397300.htm","Senior manager","Former employee, more than 5 years","","","","Mumbai","they dont layoffs people based on performance","old tool to work on"
"5.0","19 Aug 2024","Nice working with laxman sir he is a grate manager","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90238738.htm","Fsm","Current employee, less than 1 year","Work culture, incentive structure, traning","Working culture is good at all","Show more","Bhīlwāra","",""
"5.0","12 Aug 2024","Good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90003425.htm","Overall a good experience","Current employee, more than 1 year","ICICI prudential is a one if the best life insurance company","There is no cons in this company , company gives every small employee or customer gret service","Show more","Borivali West","",""
"4.0","19 Aug 2024","One of the best company in insurence","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90239983.htm","Sales officer","Current employee, less than 1 year","","","","Haldwāni","best company if you able to crack sales","if you not able to crack sales not joined"
"5.0","5 Aug 2024","Work experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW89790323.htm","Senior financial service manager","Current employee, more than 3 years","One of the Best companies to start the career, supporting and good environment","Nothing everything was good except parking space, the office is lacking of proper parking facilities","Show more","Ahmedabad","",""
"1.0","1 Aug 2024","Worst work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW89693332.htm","Business associate","Current employee, less than 1 year","You only learn how to deal with toxic environment and political people","Worst employee culture, no regards of mutual respect. You will get no motivation to contribute. Your colleagues and both the boss are toxic and demotivating as hell.
The HR doens't even care if you are alive, in what environment you are working etc. Pressure and stress are taken for granted","Show more","Hyderābād","",""
"5.0","8 Aug 2024","Was a great experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW89909309.htm","Assistant relationship manager","Current employee, more than 1 year","Was a really supportive managers and team","Nothing really in the past one year","Show more","Cochin","",""
"4.0","22 Aug 2024","Good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90323147.htm","Anonymous employee","Current employee, more than 1 year","","","","","Good work culture of the organisation","Faces no downsides in ICICI prudential"
"5.0","20 Aug 2024","Best work culture and compensation","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90274901.htm","Executive key relationship manager","Former employee, more than 1 year","","","","Chandigarh","Best work culture and compensation","Timings and work life balance"
"5.0","21 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90308172.htm","Unit manager","Current employee, less than 1 year","","","","Jaipur, Rajasthan","Good environments, support, culture, location","Timing, sitting, dress code, space, colors"
"4.0","20 Aug 2024","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90244687.htm","Financial advisor","Former employee, more than 3 years","","","","","Good environment for growth and career","Some channels managers don't support properly to new ones."
"5.0","6 Aug 2024","Need growth please come to ipru","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW89825982.htm","Associate financial advisor","Current employee, more than 1 year","Working culture is best and can get best opportunity to explore yourself","Need to hear out to employees sometime","Show more","Mumbai","",""
"5.0","15 Aug 2024","Thanks for supporting me special shahan Ali sir .","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90139914.htm","Asso. fin. service mgr-pr","Current employee, less than 1 year","","","","","My team is best supporting me","All good and supporting management"
"1.0","31 Aug 2024","I have earn a better experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90597895.htm","Sales development representative","Current employee, less than 1 year","Icici provide best facility and package","Leads take very hard convert","Show more","Greater Noida","",""
"5.0","13 Aug 2024","Had a nice time working here with the team.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90043307.htm","Financial services consultant","Current employee, less than 1 year","Leadership
Group work
Time management","Nothing as such that I would have gone through.","Show more","Noida","",""
"5.0","8 Jul 2024","FSC","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW88930132.htm","Anonymous employee","Current employee, more than 1 year","Asset department is good for job in icici prudential life insurance company environment also good with all the manager support to us for business and sales","Other products to sell with core product.. we don't know what's target for current month if company share target to fsc approximately month end time...and target and gol sheet change in any time..in financial year","Show more","","",""
"4.0","16 Aug 2024","Decent company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90168090.htm","Anonymous employee","Former employee","","","","Bengaluru","Good work culture at office","No work life balance at office"
"5.0","17 Aug 2024","good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90171950.htm","Internship","Former intern, less than 1 year","","","","Calcutta","very good ambiance nice people","sometimes get boring no work to do"
"5.0","5 Aug 2024","Good Experience with IPRU","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW89787207.htm","Anonymous employee","Current employee, more than 3 years","","","","","Biggest learning Platform, I have ever seen till in insurance sector.","Sometimes, you feel demotivated because of uncertainty of relationship but It can be improve with time and faith"
"5.0","3 Aug 2024","Great atmosphere and great team learned a lot through this journey","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW89752194.htm","Financial sales consultant (fsc)","Current employee, more than 1 year","","","","Kurnool","Had an wonderful opportunity to work with this company. Good values and ethics. Support you a lot","Need more to focus on reimbursement"
"5.0","13 Aug 2024","Good Organization","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90067101.htm","Unit manager","Current employee, less than 1 year","Best to start a career","You have to work hard","Show more","Bhadrakh","",""
"5.0","9 Aug 2024","Well Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW89934048.htm","Afsm( asso financial services manager )","Current employee, less than 1 year","Best Insurance company in Banking sector","Nothing to say any Downside things","Show more","Gurgaon, Haryana","",""
"5.0","16 Aug 2024","Goid","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90154740.htm","Senior finance manager","Current employee, more than 1 year","","","","Cochin","Employee friendly customdr centric organisation","Work life meetings concall leave"
"5.0","11 Aug 2024","Good company to start the career","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW89995585.htm","Financial services consultant","Former employee, less than 1 year","","","","Nungambākkam","Great infrastructure and friendly environment","Timings may be difficult for few"
"4.0","13 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90072158.htm","Unit manager","Current employee, less than 1 year","","","","Jaipur, Rajasthan","Work culture is good in company","Time management is required in the company"
