review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,,,,,,,,,
3,03-Dec-20,Intern,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW39020440.htm,Intern,Former intern,"Powai, Maharashtra",,,,Worked with nice group of people,Heavy machinery section was shutting down in mumbai so couldn't get much projects,,,,,,,,,
4,03-Dec-20,Best work to boost career,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW39028396.htm,Civil engineer,Current employee,Mumbai,Good work culture of organisation,Working time is quite more but its comfortable,Show more,,,,,,,,,,,
4,06-Dec-20,Mast company,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW39139098.htm,Assistant manager,"Former employee, more than 3 years",Surat,Good brand name of the company,Crazy working hours and insane politics,Show more,,,,,,,,,,,
5,07-Dec-20,Intern Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW39204415.htm,Intern,"Former intern, less than 1 year",,,,,Great place to gain experience and knowledge.,No cons found during my work at the place.,,,,,,,,,
3,08-Dec-20,Good place to start your carrier,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW39208427.htm,Validation engineer,"Current employee, more than 3 years",Bengaluru,,,,Good place start your carrier as a fresher,Your hard work is not identified,,,,,,,,,
3,10-Dec-20,good place to work and learn,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW39333908.htm,Engineer,"Current employee, more than 1 year",Chennai,,,,good place to work and learn,salary is less and no work life balance,,,,,,,,,
5,13-Dec-20,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW39446498.htm,Senior engineer,Current employee,Bengaluru,,,,Work environment is good depend on the project,Still now i did't find the any negatives,,,,,,,,,
5,20-Dec-20,Great company,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW39645536.htm,Senior engineer procurement,Current employee,Mumbai,"Job security 
Work life balance
Good team members 
Big Indian brand name","Slow growth rate
Sometimes overtime working",Show more,,,,,,,,,,,
5,25-Dec-20,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW39796930.htm,Manager,Former employee,New Delhi,Best construction company to work in India,"Long working hours at the site
Posting anywhere in India",Show more,,,,,,,,,,,
4,24-Jan-21,Great company to start your career with,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW41322468.htm,Test engineer,"Former employee, more than 1 year",New Delhi,,,,"Knowledge, professional, decent compensation, onsite opportunities",Not so easy to switch careers,,,,,,,,,
3,05-Feb-21,It was fine.,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW42040113.htm,Anonymous employee,Former employee,,,,,Good Experience in the field of Civil Doman only,"No work life balance, hectic works and time",,,,,,,,,
5,06-Feb-21,Civil engineer vest work,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW42076815.htm,Civil engineer,"Current employee, less than 1 year","Jaipur, Rajasthan",Honest civil engineering work in india,My fulle time work Civil engineer,Show more,,,,,,,,,,,
4,13-Feb-21,L&T Construction,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW42440482.htm,Construction manager,"Current employee, more than 10 years",,"Salaries on time
Freedom to make oppertunities",Very long working hours 12 hours a day and no Saturdays,Show more,,,,,,,,,,,
4,19-Feb-21,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW42751556.htm,Senior engineer,"Current employee, more than 3 years",Mumbai,Good work environment and learnings,Bad salary and leave structure,Show more,,,,,,,,,,,
5,18-Feb-21,Senior Engineer - CIVIL,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW42742275.htm,Senior engineer - civil,"Former employee, more than 8 years",Chinsurah - Magra,,,,A Good work culture enviornment .,Work life balance is not so good .,,,,,,,,,
2,03-Mar-21,Not much to do,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW43443826.htm,Graduate engineering trainee get,"Former employee, more than 1 year",Vadodara,,,,"Easy life, less work & caring seniors","Very less salary, Not much to learn, Less career growth",,,,,,,,,
5,17-Mar-21,Job security,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW44181524.htm,Anonymous employee,Current employee,,,,,Job security is there and work life balance good,Delay is response from HR and IT,,,,,,,,,
3,23-Mar-21,Overall positive experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW44425964.htm,Assistant manager,"Former employee, less than 1 year",Patna Rural,,,,"Technical expertise, site perks, stakeholder management","Long working hours, low salary at lower levels, sub-optimal professional structure",,,,,,,,,
4,01-Apr-21,Executive Design Engineer,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW44894326.htm,Executive design engineer,Current employee,Coimbatore,,,,Wonderful Work exposure for a mechanical engineer,Growth rate is comparatively slower compared to other company,,,,,,,,,
5,01-Apr-21,Good opportunity,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW44876472.htm,Intern,"Former intern, less than 1 year",New Delhi,"Very nice and helpful Engineers
Plenty of opportunities to learn",No time boundation and work life balance,Show more,,,,,,,,,,,
3,04-Apr-21,Career wise best for civil engineer in india,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW44989222.htm,Senior engineer,Former employee,Visakhapatnam,,,,Not bad to start your career,One can't expect Work life balance,,,,,,,,,
3,08-Apr-21,Good place to start your career,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW45193348.htm,Senior design engineer,"Former employee, more than 5 years",Bengaluru,,,,You get good exposure to various design activities,Need to be more employee friendly,,,,,,,,,
4,23-Apr-21,Store officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW45936803.htm,Store manager,"Current employee, more than 5 years",Supaul,"Timely salary, good benefits, Training facilities","Working environment is not good, multiple task",Show more,,,,,,,,,,,
5,21-Apr-21,I like working here,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW45828856.htm,Design engineer,"Current contractor, less than 1 year",Hazira,,,,"professional work environment, pick and drop facility, good pay",project deadlines can exhaust you,,,,,,,,,
4,28-Apr-21,Nice place for work,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW46176796.htm,Qa automation tester,"Current employee, more than 1 year",Navi Mumbai,very friendly atmosphere in company.,Salary or increment issue for all emplyees,Show more,,,,,,,,,,,
4,01-May-21,GET in Larsen and Toubro EAIC,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW46337206.htm,Graduate engineer trainee,"Current employee, less than 1 year","Powai, Maharashtra",,,,Best workplace to work in Initial career.,Less salary compared to other Companies,,,,,,,,,
3,02-May-21,BEST WAY TO SERVE,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW46350450.htm,Naval architect,"Current employee, more than 1 year",Bengaluru,Good pay and better respected enviornment,Hectic work and more stress so i quitted,Show more,,,,,,,,,,,
3,03-May-21,good place to start,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW46400546.htm,Senior engineer,Current employee,New Delhi,,,,gets fair chance to grow and prove your capabilities,difficult to balance work and personal life,,,,,,,,,
4,13-May-21,construction,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW46923947.htm,Assistant manager,"Former employee, more than 8 years",North West,"good work area,timely salary,family house rent,job,job","hard work no time,more then 14 hrs. duty ,night work also,job,job",Show more,,,,,,,,,,,
4,14-May-21,Devops engineer with 3years,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW46932710.htm,Devops engineer,Current employee,Hyderābād,Good company and good environment,No hikes and salary structure is waste,Show more,,,,,,,,,,,
5,24-May-21,Best,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW47380145.htm,Business analyst,"Current employee, more than 1 year",Mumbai,,,,Good company for work and growth,Saturday should be off and leaves should be on higher side,,,,,,,,,
3,26-May-21,Former employee review,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW47471677.htm,Software engineer,Former employee,Bengaluru,,,,"Good infrastructure , process oriented.Variety of technologies to learn",Not employee friendly may be differs on project.,,,,,,,,,
4,27-May-21,Heaven for Civil Engineers,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW47534725.htm,Senior engineer,"Current employee, more than 3 years",Calcutta,,,,Best Perks compared to industry average.,Intially it take time to manage Work Life balance,,,,,,,,,
4,30-May-21,My experience with this company is good,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW47675508.htm,Store assistant,Current contractor,"Aurangābād, Maharashtra",,,,"taken some facilities , provided by organization.",i want join another organization.,,,,,,,,,
5,13-Jun-21,Best in class,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW48268719.htm,Construction manager,"Former employee, more than 8 years",,,,,Best in Industry for freshers and experienced professionals,No complaints about the management and growth,,,,,,,,,
4,10-Jun-21,Intern Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW48179050.htm,Anonymous intern,"Former intern, less than 1 year",Coimbatore,,,,"Good Company, Good management, Lot of things to learn",There is no cons I could find there.,,,,,,,,,
4,25-Jun-21,Good team work,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW48928023.htm,Sp3d piping designer,Former employee,Mumbai,Knowledgable experience while working here.,environment is not so good,Show more,,,,,,,,,,,
3,29-Jun-21,Okayish for a Fresher,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW49098289.htm,Graduate engineer trainee,"Current employee, less than 1 year",Mumbai,,,,Job security and feel of a Govt Job,Low Compensation and less responsibility at the beginning.,,,,,,,,,
3,02-Jul-21,Okish,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW49239618.htm,Anonymous employee,"Current employee, more than 3 years",,,,,Good for diploma holders 2. Engineering basics to advance,"Overworked, tiring, hard work , less smart ppl are required",,,,,,,,,
4,07-Jul-21,Good Working environment,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW49441454.htm,Data quality analyst,Current contractor,Mysore,"Supportive Management team , excellent infrastructure, competitive environment,
can learn new things.",No increment for FTC employees.,Show more,,,,,,,,,,,
2,08-Jul-21,No Work life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW49471026.htm,Assistant manager,"Current employee, more than 3 years",Visakhapatnam,Good salary and in time payment.,"No work life balance
12/day for 6 days a weeks
Internal politics",Show more,,,,,,,,,,,
4,12-Jul-21,Good place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW49674687.htm,Project manager,"Current employee, more than 5 years",,,,,Good place to work and start the carrier,Management should focus on retaining the resource,,,,,,,,,
2,16-Jul-21,A place for double standards,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW49884229.htm,Assistant manager,"Current employee, more than 3 years",Chennai,Free lunch and medical facilities,"Poor work life balance,
Poor remuneration",Show more,,,,,,,,,,,
5,20-Jul-21,Best company in India,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW50039143.htm,Manager,"Former employee, more than 10 years",Vadodara,,,,"Full of opportunities, Job Security, Job Satisfaction",You will be expected to do more,,,,,,,,,
4,23-Jul-21,Reputated Company Good for training,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW50209070.htm,Graduate engineer trainee (get),Current employee,Mumbai,"Good for starting career
Reputated company
Training is good","Can be posted in remote location
Low Salary",Show more,,,,,,,,,,,
3,27-Jul-21,Medium level prospects,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW50319402.htm,Manager,"Current employee, more than 10 years",Bengaluru,,,,Brand recognition and influential in industy,"Slow growth, poor project execution and planning, below par salary scale",,,,,,,,,
5,04-Aug-21,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW50665701.htm,Office boy,Former employee,,Good work & high salary,I Will satised all of them,Show more,,,,,,,,,,,
5,09-Aug-21,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW50862080.htm,Project manager,Formerly self-employed,Chennai,,,,Good culture intented from top management,Slow growth by way of promotions and slower salary increases,,,,,,,,,
4,19-Aug-21,Work Cultre,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW51329997.htm,Intern,"Former intern, less than 1 year",,"Great Company with balanced work culture.
Good Learning curve.",The execution time of projects is a bit slow.,Show more,,,,,,,,,,,
3,18-Sep-21,Graduate Engineering Trainee GET,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW52741662.htm,Graduate engineering trainee get,"Current employee, less than 1 year",New Delhi,,,,Good learning opportunity for starter.,Job is very hectic and many people feels too much pressure,,,,,,,,,
3,22-Sep-21,6 Years & Counting....,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW52931987.htm,Assistant manager,"Current employee, more than 5 years",Mumbai,"Exposure to unique projects
Huge growth opportunity
On time Salary","Late working hours
Monopoly in Indian Construction Industry
Low Compensation",Show more,,,,,,,,,,,
1,27-Sep-21,Worst Construction firm in the world,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW53148193.htm,Assistant planning manager,"Current employee, more than 3 years","Patna, Bihar","Salary on time.
Good to switch after having its experience","Office politics
Favouritism 
No work life balance
No recognition of talent
No HR policy
Corruption from top to bottom level
No open door policy
Whistle blowing leading harassment only",Show more,,,,,,,,,,,
2,12-Oct-21,Ok for a Good Spoke person,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW53902587.htm,Assistant manager,"Current employee, more than 5 years",,,,,1. Good brand value for the company,1. work overload leads to much pressure environment,,,,,,,,,
5,24-Oct-21,Best company for ever,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW54407424.htm,Consultant,"Current employee, more than 1 year",,,,,"People treating, Work location, talent sharing",Nothing to say because I felt everything good,,,,,,,,,
2,29-Oct-21,Not at all a good company to start your carrer.,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW54670220.htm,Senior design engineer,"Current employee, more than 3 years",,Salary is being on time.,"Very low salary.
Huge work pressure.
poor management",Show more,,,,,,,,,,,
4,14-Nov-21,Best Core company out there.,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW55330925.htm,Lnt constructions,Current employee,Hazira,"Awesome Work life balance.
Adventurous Work life.",Site duty is a bit hectic at time.,Show more,,,,,,,,,,,
3,25-Nov-21,"Electrical(BE-MBA-PDIS-NEBOSH)_17yrs Exp(EPC,PMP,Construction)_Power,T&D,SY",https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW55852811.htm,Construction project manager,"Current employee, more than 10 years",Hyderābād,Good employer for technical growth,Welfare for the employees need to be improved particularly at site level.,Show more,,,,,,,,,,,
5,11-Nov-21,One of the biggest company in construction,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW55209140.htm,Piping engineer,Current contractor,Dhanbād,,,,Overall facilities are good for staff,Personal life will get hyper,,,,,,,,,
4,27-Nov-21,Excellent Learning Curve,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW55923756.htm,Business analyst,Former employee,Chennai,,,,Reputation and Learnings are great,Work Life Balance has to be improved,,,,,,,,,
4,28-Nov-21,Good for experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW55941494.htm,Executive engineer,"Current employee, more than 3 years",Surat,,,,Lots of work for a willing person,one needs to be careful with his career progression.,,,,,,,,,
1,02-Dec-21,Worst company i ever worked,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW56167482.htm,Qa/qc inspector,"Current employee, more than 1 year",Chennai,Good for freshers but not possible to get job,"Very worst company i ever worked, QC department they don't know how to do Inspection, but they very well know about molish and sombu and OP",Show more,,,,,,,,,,,
5,03-Dec-21,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW56213650.htm,Anonymous employee,"Former employee, more than 3 years",Mysore,,,,Good work environment and good for fresher for their career growth,"No Cons , everything is good.",,,,,,,,,
5,07-Dec-21,Its world class company,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW56338676.htm,Senior engineer,Current employee,,,,,Amazing experience for getting best knowledge in field,Best experience in working with L&T,,,,,,,,,
5,08-Dec-21,Best Workplace,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW56385615.htm,Commercial finance officer,"Former employee, more than 3 years",,"1. Good balance of work
2. Company perks are good","1. Slow career growth
2. Lengthy approval process",Show more,,,,,,,,,,,
5,17-Dec-21,Sales Enginner,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW56813431.htm,Senior sales engineer,Current employee,Calcutta,,,,good for employee friendly environment best place to work,no cons as such overall good experience,,,,,,,,,
5,17-Dec-21,Best Place For Work,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW56834745.htm,Officer customer service representative,"Former employee, more than 3 years",Mumbai,"Stable Work
Work Life Balance
Good Culture
Clear Communication
Best Place for work",NA All Good & Well,Show more,,,,,,,,,,,
5,05-Jan-22,Good to work for Long term,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW57436387.htm,Senior mechanical design engineer,"Former employee, more than 3 years",Chennai,,,,Good to work for long term basis,No flexible timings to work,,,,,,,,,
5,12-Jan-22,Nice company,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW57845272.htm,Anonymous employee,"Current employee, more than 8 years",,,,,Nice company with good colleagues and staff.,Processes are not followed properly specially in core departments.,,,,,,,,,
3,28-Apr-11,Neutral,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW916620.htm,Senior production engineer,Current employee,Mumbai,Brand Name of the company,Laid back attitude of the oldies,Show more,,,,,,,,,,,
5,18-Jul-11,Great,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW1024822.htm,Graduate engineering trainee,Current employee,"Powāi, Assam",,,,Awesome environment to work with. Great exposure in the field.,No vacations. Continuous working hours.,,,,,,,,,
4,09-Jun-12,Good one,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW1578444.htm,Assistant manager,"Current employee, more than 8 years",Vadodara,,,,"Salary, Environment,  Liberty, Technical Work","Regional Politics, Followers to the boss with Yes yes only",,,,,,,,,
4,17-Jun-12,Free thinking promoted,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW1611758.htm,Assistant manager,"Current employee, more than 3 years",Coimbatore,,,,Good environment to work in design,Coimbatore employees are not treated well by hghr managmnt,,,,,,,,,
4,19-Jun-12,Senior Computer engg...,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW1620695.htm,Senior engineer,"Current employee, more than 3 years",Mumbai,,,,Total IT ic computers & servers...,Handeling total hardware & networking in server & computers,,,,,,,,,
4,22-Jun-12,It make tour path smooth,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW1634050.htm,Anonymous employee,"Current employee, more than 3 years",Jamshedpur,,,,"High ethics, good culture & atmosphere for freshers",HR policy is not good.,,,,,,,,,
3,15-Jul-12,Leading Construciton Industry in India,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW1732394.htm,Associate supervisor,"Current employee, more than 3 years",Bengaluru,,,,Good exposure of in a differet fields of Work,"Lack Co-ordination b/w colleagues, co-workers...",,,,,,,,,
4,20-Oct-12,I enjoyed working with l&t. challenging job.,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW2067212.htm,Design engineer,"Current employee, more than 1 year",Bengaluru,,,,"Opportunity, Projects, Satisfaction from job","Salary a bit less, expensive city",,,,,,,,,
3,02-Dec-12,Brings the best out of you,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW2177314.htm,Design engineer,"Former employee, more than 1 year",Surat,,,,Good experienced managers to work under,Long working hours. no work life balance,,,,,,,,,
4,03-Feb-13,Gr8 learning experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW2338221.htm,Business development analyst,"Former employee, more than 1 year",Vadodara,best learning opportunity anywhere in India,HR policy and Salary is less,Show more,,,,,,,,,,,
4,28-May-13,One of the Best Indian Company.,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW2685514.htm,Anonymous employee,Current employee,,,,,Best organisation to start your carrier.,Nothing find out as on date.,,,,,,,,,
4,23-Aug-13,Graduate Engg Trainee,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW2967929.htm,Graduate engineer trainee,"Former employee, less than 1 year",,,,,"Great Experience, Learning, good facilities",Very poor work - life balance,,,,,,,,,
3,16-Sep-13,Good company to start with,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW3061499.htm,Process engineer,"Former employee, more than 5 years",Mumbai,"Learning oriented
Great colleagues
good work life balance","Low salary
Limited technical exposure
Not much of a rotation",Show more,,,,,,,,,,,
2,29-Sep-13,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW3113329.htm,Mechanical engineer,"Former employee, more than 3 years",Mumbai,"a mammoth to work with.
brand value","indian mindset 
inefficient middle level mangers",Show more,,,,,,,,,,,
4,25-Sep-13,Professional company,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW3096845.htm,Manager design,"Current employee, more than 8 years",Vadodara,Professional company with freedom to take vast variety of responsibility,less salary compare to market,Show more,,,,,,,,,,,
5,04-Dec-13,Good experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW3385112.htm,Senior design engineer,"Former employee, more than 3 years",Mumbai,,,,1 challenging work. 2 work life balance. 3 friendly colleagues.,I didn't see any cons.,,,,,,,,,
1,15-Feb-14,shittiest company one can ever be into,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW3705614.htm,Anonymous employee,"Current employee, more than 1 year",Hyderābād,"Still searching, those who dont want to have a life should be in this company","nothing to learn for mechanical or electrical engineers.
no work-life balance, u will be a robot.
working like idiots and salary  is shamefull to tell.",Show more,,,,,,,,,,,
3,24-Mar-14,its ok,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW3932347.htm,Anonymous employee,Current employee,,,,,ders a lot to learn,hectic life....high pressure and long ( read extra long ) working hours,,,,,,,,,
3,22-Sep-14,Good Challenging & Learning Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW5015798.htm,Assistant manager,"Current employee, more than 3 years",Jājpur,"Challenging environment
High level of independency/oppurtunity
High scope of learning","Over loaded
Working duration
Culture of work",Show more,,,,,,,,,,,
4,05-Oct-14,Larsen & Toubro,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW5101683.htm,Senior engineer,"Current employee, less than 1 year",Mumbai,,,,Best company to learn and grow with field opportunities,Horrible management and zero financial growth,,,,,,,,,
3,03-Nov-14,most labourious work,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW5301496.htm,Anonymous employee,"Former employee, less than 1 year",Bhopal,"facilities is good, good work culture",no balance between work and personal life,Show more,,,,,,,,,,,
5,06-Dec-14,Good work culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW5492604.htm,Anonymous employee,Former employee,,,,,"good atmoshphere, good project challenge",actually i was on contract basis so leave there,,,,,,,,,
4,16-May-15,L&T Working condition,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW6616286.htm,Anonymous employee,Current employee,New Delhi,"handsome salary, getting a robust experience",extreme working cond.& Hard labor,Show more,,,,,,,,,,,
3,22-May-15,intern,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW6674698.htm,Summer intern,"Former intern, less than 1 year","Nāgpur, Maharashtra",Lot of things to learn,Long working hours. No work culture,Show more,,,,,,,,,,,
3,18-Jun-15,Sr. Engineer Civil,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW6943277.htm,Anonymous employee,Current employee,,,,,"Good Working environment, Timely paid salaries, respect of your views","remote location works, overload of work",,,,,,,,,
3,25-Jun-15,ok,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW7019751.htm,Junior engineer,"Current employee, more than 3 years",Chandigarh,it is good for the trainee & good for learning,good coordination & all management supportive,Show more,,,,,,,,,,,
5,02-Jul-15,Best place to improve career,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW7096662.htm,Test automation engineer,"Current employee, more than 1 year",Mysore,,,,good recognition and self growth,world standards required in facilities and infrastructure,,,,,,,,,
2,12-Aug-15,experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW7553554.htm,Anonymous employee,"Former employee, more than 1 year",Hyderābād,can travel a lot if you are lucky,very low packages even after studying in iit,Show more,,,,,,,,,,,
5,16-Aug-15,Great Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW7602388.htm,Anonymous intern,Former intern,,,,,There is great opportunity to learn,They sometimes do not give stipends to Undergrad Interns,,,,,,,,,
4,28-Sep-15,My Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW8103604.htm,Senior engineer,"Former employee, more than 1 year",Hyderābād,,,,"Good salary benefits, world class training programs","No work life balance, poor quality project planning .",,,,,,,,,
3,31-Oct-15,ok,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW8492754.htm,Anonymous employee,Current employee,"Gurgaon, Haryana",good place to work  and start,very low salary compared to others,Show more,,,,,,,,,,,
4,24-Nov-15,OK.... for GETs/DETs,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW8735127.htm,Planning engineer,"Current employee, more than 3 years",,good system & facilities to staff,less importance to lateral entries,Show more,,,,,,,,,,,
3,27-Jan-16,Good for initial growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW9351992.htm,Anonymous employee,Current employee,,Lot's of opportunities to build your technical skills,Tremendous work load after few months,Show more,,,,,,,,,,,
4,04-Feb-16,good experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW9452666.htm,Anonymous employee,Current employee,,very friendly environment & good exposure,no holidays & stress ful job,Show more,,,,,,,,,,,
3,25-Feb-16,construction manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW9709223.htm,Anonymous employee,Former employee,New Delhi,,,,career growth and can learn,"except for the work life, you will not have your own life.",,,,,,,,,
