"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"4.0","30 Sept 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW80555403.htm","Supplier manager","Former contractor","","Good working condition, supportive people","No bad review in my opinion","","",""
"2.0","23 May 2023","Less Learning and More Bureaucracy","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW76726649.htm","Assistant manager","Former employee, more than 5 years","Vadodara","","","1. The perks are good. 2. Huge infrastructure and network. 3. Good brand value.","1. Learning and growth is very slow. 2. Less flexibility w.r.t. posting locations. 3. Hugely bureaucratic work culture not a corporate. 4. Mismanaged workforce, one person works rest all reap the benefits. 5. Mismanaged work, people tend to feel pride in working on weekends rather than improving efficiency on weekdays.","Show more"
"4.0","23 Sept 2023","Summer intern","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW80353184.htm","Summer intern","Former intern","Mathura Nagar","Great learning atmosphere, great guidance","Too far from the city","","",""
"4.0","15 Sept 2023","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW80103706.htm","Assistant manager","Former employee, more than 3 years","Pānīpat","","","Good salary after promotion in iocl","Not anything particular but some location","Show more"
"4.0","11 Sept 2023","Audit","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79945925.htm","Manager","Current employee, more than 8 years","Calcutta","","","Godd environment for working, decent salary","Transferrable jobs so should be ready to move","Show more"
"5.0","12 Sept 2023","good job role","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79978704.htm","Store manager","Current intern","","one of the best company to work at","work life balance should be enhanced","","",""
"5.0","4 Sept 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79746112.htm","Internship","Former employee, less than 1 year","Digboi","Good work life balance, Good work environment, Very good benefits","Transfers to remote locations, very outside the city","","",""
"4.0","17 May 2023","Human Resource Intern","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW76519851.htm","Human resources","Former intern","","","","It was an internship, I was exposed to a new project which helped me gain insights about employee engagement .Overall, the internship helped me to put my theoretical knowledge to practical work.","Due to my college deadline, i only worked there for a month. There was no negative side to the internship.","Show more"
"5.0","10 Sept 2023","Industrial","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79919640.htm","Internship","Current contractor, more than 1 year","Calcutta","Work life is great for a student","Bad culture with interns of the managers","","",""
"5.0","2 Sept 2023","Great company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79714247.htm","Officer","Former employee, more than 1 year","Calicut, Kerala","Great co workers and your work is appreciated","Frequent transfers all over the country","","",""
"3.0","21 Aug 2023","PSU Culture is not actually PSU Culture at IOC","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79321057.htm","Key accounts manager","Current employee","","Respect is easy to earn here","High pace working style, no incentives and lot of stress","","",""
"5.0","2 Sept 2023","VERY GOOD!","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79712673.htm","Senior engineering assistant","Former employee, less than 1 year","Bongaigaon","Salary at the 30th of every month.","Hefty working hours for shift workers.","","",""
"4.0","28 Aug 2023","indian oil","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79547876.htm","Industrial trainee","Former intern, more than 1 year","Chennai","","","work life balance and flexible timing","no cons or any disadvantages","Show more"
"4.0","30 Aug 2023","Intern experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79629791.htm","Internship","Former intern","New Delhi","Pros---snacks, less stress and ample opportunities to learn","none as such except no pay","","",""
"5.0","14 Aug 2023","Energy of India","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79117747.htm","Research manager","Current employee, more than 10 years","Farīdābād, Haryana","","","Work life balance. Takes care of personnel needs","as far today nothing is concerned about","Show more"
"4.0","27 Aug 2023","work","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79520259.htm","Intern","Former intern, less than 1 year","Pānīpat","work load is very less as compared to other","promotions are not work based","","",""
"5.0","21 Aug 2023","Good Company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79335854.htm","Assistant manager","Current employee","Calcutta","Good Pay, Average Work life, Medical Benefit","Slow growth, Lethargic people, Bad HR","","",""
"5.0","25 Aug 2023","good","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79487728.htm","Officer","Current employee, more than 1 year","Chennai","nice culture and good salary","long working hours and less work life balance","","",""
"3.0","10 Mar 2023","Why to settle for this","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW74407863.htm","Senior operations engineer","Former employee, more than 5 years","Pānīpat","","","- One of the best peers group - Good package for the work - Nice medical benefits - Respected government jobs","- So much hierarchy driven culture - You are expected to work and think on a fixed pattern - Not exciting work - Lot of politics - Frequent change in postings does not let you settle -","Show more"
"3.0","30 Apr 2023","If you are in retail sales it is better to quit the job","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW75977680.htm","Assistant manager","Current employee, more than 5 years","New Delhi","","","No Work hours and field work is up to you","1. Exceptional pressure 2. no work life balance 3. Subject to public scrutiny 4. Very risky public dealings 5. If you work in retail you are definitely underpaid for the amount of work you do 6. Very bad work culture 7. Hierarchical toxic culture","Show more"
"3.0","16 Aug 2023","Worked for 5 years","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79212324.htm","Assistant manager","Former employee, more than 3 years","Anantapur, Andhra Pradesh","Steady job and good benefits","Wok life balance difficult to maintain","","",""
"2.0","8 Aug 2023","indian oil review","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW78951100.htm","Operations officer","Current employee, more than 1 year","Calcutta","PSU job, get salary on time","no system for work, no growth , boss pleasing is important","","",""
"5.0","16 Aug 2023","General","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79188847.htm","Refinery worker","Current employee, more than 1 year","Kamrup","Love the work culture and worklife","Working can get Monotonous sometimes","","",""
"5.0","2 Aug 2023","Good Work","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW78784709.htm","Industrial trainee","Former contractor, more than 1 year","Chandigarh","","","Brand value Good pay Great option for localites","No cons as such specifically","Show more"
"3.0","13 Aug 2023","all good, all fine","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79102872.htm","Internship","Current employee","","all good, all fine and nice","all good , all fine","","",""
"4.0","27 May 2023","Unpaid internship but good learning","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW76830952.htm","Internship","Former intern, less than 1 year","Pānīpat","","","People have strong technical knowledge and are helpful.","No payment or any perks. Only thing you get is knowledge. It is not very unfair as they don't make you work. They mostly teach and give a project statement to solve.","Show more"
"5.0","29 Jun 2023","Mentorship is amazing","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW77817702.htm","Finance trainee","Former employee, more than 1 year","Delhi Cantonment","","","Challenges are always available Mentors show you the path and let ypu lead","Lack of L&D and technicial training","Show more"
"5.0","5 Aug 2023","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW78881574.htm","Anonymous intern","Current intern","Chandigarh","Benefit to get paid as an intern","But very low as compared to marketp","","",""
"3.0","13 Aug 2023","good","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW79104083.htm","Software engineer(internship)","Current intern","Pānīpat","good thing in company are","salery less provide ac to capacity","","",""
"5.0","3 Aug 2023","A good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW78836913.htm","Officer","Current employee","Pānīpat","good perks, get to serve the nation","monotonous job, growth is stagnant","","",""
"5.0","3 Aug 2023","the best","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW78819153.htm","Summer trainee","Former intern, less than 1 year","Haldia, West Bengal","best workplace to work at.","none i didnt find anything not worthy","","",""
"5.0","30 Jul 2023","EXCELLENT COMPANY","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW78696057.htm","Officer","Current employee","New Delhi","Good work life balance Excellent working environment","Monotonous and repititive jobs Slow career progression","","",""
"3.0","3 Aug 2023","Indian Oil","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW78830781.htm","Manager","Current employee","Bhubaneshwar","Great Employee service and job satisfaction","Slow progress rate in career growth","","",""
"5.0","20 Jul 2023","Good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW78441731.htm","Software developer","Current employee, more than 1 year","Mumbai","Good culture and great team.","No cons only pros. Keep it up good work","","",""
"5.0","14 Jul 2023","GAE Through GATE Civil","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW78270926.htm","Graduate engineering trainee get","Former employee, less than 1 year","Vadodara","Friendly and supportive colleagues, Good pay, Work life balance","Less learning, Have to work in little hazardous situations","","",""
"3.0","6 Jul 2023","Good if your boss is good","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW78020937.htm","Process manager","Former employee, more than 8 years","","","","Salary is only good thing","Location, Boss, Work Culture etc etc","Show more"
"5.0","2 Mar 2023","Organised and well defined responsibilities","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW74135597.htm","Finance intern","Former temporary employee","","","","1. Responsibilities and roles were defined in the Organogram of the company which used to change periodically so that the level of command is not compromised with. 2. Very supportive seniors both at the work front as well as personal front. 3. Flexible work culture.","1. Repetitive nature works were common. 2. Change restrictive policies.","Show more"
"4.0","22 Jul 2023","salary structure of Indian Oil ltd.","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW78481050.htm","Executive assistant","Current employee, more than 5 years","Jodhpur, Rajasthan","best PSU sector to wok","sometimes hectic scheduled during night shift","","",""
"3.0","10 Jul 2023","Overall okay 👍🏻","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW78111897.htm","Site engineer","Former contractor, less than 1 year","Barauni","","","There is lots of things to learn","Overtime we work no time for ourselves","Show more"
"4.0","25 Jul 2023","GPTW","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW78575667.htm","Engineer","Current employee, more than 8 years","New Delhi","Work Life balance and learning chances","Highly intense work environment and mentally taxing","","",""
"3.0","17 Nov 2022","Personal Experience | 47 months work ex | Marketing department","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW71190010.htm","Assistant manager","Former employee, more than 3 years","New Delhi","","","*Since I worked in the marketing division, these might not be applicable across Pipelines/Refinery division of IOCL, All three divisions have unique work culture and challenges* 1. Good compensation in initial years. 2. As an officer, You earn lot of respect due to the brand name of Indian Oil 3. You face challenging situations at times, like working in remote areas or working on extremely short deadlines. (This can be a plus or a minus for some folks) Overall the firm is huge, the scale at which Indian Oil operates in immense. Each division of the company feels like a new company in its own.","1. Once you spend more than 3 years, It gets difficult to switch to Private industry in case you wish to. 2. Work can get extremely monotonous and boring at time.","Show more"
"5.0","19 Jul 2023","Great","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW78389406.htm","Hr manager","Former intern","","1. Flexible work 2. Good company environment","1. Not much to do 2. NA","","",""
