"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"2.0","18 Aug 2021","Non-professional atmosphere for software engineer (ICICI Innovation labs)","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW51325833.htm","Software engineer","Current employee, more than 1 year","Mumbai","okish salary. They gave what I asked for. All Software Engineer from IITs/BITS","1. locked laptop, you cant even open gmail
2. no process, code-review, documentation, sprint, design. eveything is adhoc
3. some manager are bhagwans other employees are peasent worker. This is not the exprienence I had in other IT companies
4. Sometimes you have to go to work on holidays, weird
5. managers swearing (ex: madarch*d) openly in front of female employees","Show more","",""
"3.0","22 Jul 2012","A good one to start your career , not good for the committed people","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW1758592.htm","Senior officer","Former employee, more than 3 years","Calicut, Kerala","Lots of opportunity to learn and handle the situation and handling different role inside the system","You will not get enough time for your personal things","Show more","",""
"5.0","5 Jan 2013","icici bank is very adwanced bank in technology","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW2252357.htm","Senior associate","Former employee, less than 1 year","Patiala","* i am satisfied with w
orking of icici bank as well as it's workers. 
i have worked in this bank for one year as an executive in personal laon department.
it was  really a great experience for me","there is no bad comment from my side","Show more","",""
"3.0","2 Sept 2015","Good for the freshers.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW7824242.htm","Banking officer","Former employee, more than 1 year","Hyderābād","It's a good organisation for the freshers who are interested in seeking for a good experience in their resume.The working environment is hygienic and healthy.Working here helps you to improve your communication skills.","The salary package for the experienced is not so good.The increaments are not up to the mark.The sales pressure is very high.","Show more","",""
"4.0","18 Jun 2017","Good Experience for Career","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW15522408.htm","Regional collection manager","Current employee, less than 1 year","New Delhi","Learning , knowledge , Remarkable brand in CV for further career, based on process and technology.  Long term bank for career, can spend life in the bank.. Very very good for women..","Politics a lot... Big Bank so many dept so many position so very difficult to get promotion. Employee working from 1 year without promotion...","Show more","",""
"3.0","3 Mar 2018","Excellent, learning never stops at ICICI","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW19515977.htm","Senior manager, operational risk & compliance","Current employee, more than 10 years","Hyderābād","Good employee benefits like medical insurance for parents.. performance bonus is also good and depends on ur rating.. if u make ur visibility to seniors and involved in output driven project,  no one can stop ur growth","Sales have tough targets.. operations and support functions - no quantifiable targets, work pressure and load will always be on an increasing trend..","Show more","",""
"5.0","20 May 2018","Excellent company to work for. Lot of learning and challenging environment.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW20665817.htm","Regional head","Former employee, more than 10 years","Ahmedabad","Work environment is supportive and team work is appreciated. Opportunity for growth as lot of potential exists. Bank has a great system of evaluation of proposals.","Lot of process related job. Creating scale becomes challenging with small teams. Team complains of powers not being provided at local level for small decisions","Show more","",""
"3.0","12 Feb 2021","Deputy Manager- ""Pros and Cons""","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW42430673.htm","Deputy manager","Former employee, more than 3 years","Hyderābād","1. One of the best HR policy in the industry
2. Good platform for beginners
3. Gives enough scope to learn
4. Job security","1. Difficult to manage work life balance due to long working hours
2. Pay scale needs to be matched with the industry
3. Growth and promotion is slow due to ignorance of senior management","Show more","",""
"4.0","27 Mar 2021","Your People skills must seen here.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW44646660.htm","Debt manager","Current employee, less than 1 year","Sīkar","1. Less Pressure
2. Flexible working hours
3. Have a strong networking with customers in your posting city
4. You are getting a team to work for you
5. Leadership and Decision skills improved
6. Seniors and subordinates help too much","1. Work life balance may disturb during last 10days of each month due to month end closing
2. Salary is something that must need to revise while considering working hours
3. Not much growth prospects","Show more","",""
"3.0","27 Jun 2012","A good start if you look your future in banking industry.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW1659493.htm","Management trainee","Former employee, more than 1 year","Mumbai","Its a Fortune 500 company. 
Largest private sector bank in India. Second largest bank in India after SBI. 
Recognized globally as listed in many stock exchanges including the NYSE.","Politics at work (which is present everywhere actually). 
Slow growth.","Show more","",""
