"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_reviewHelpfulCount__vhobW"
"3.0","10 Jul 2023","Average Indian IT service company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78106449.htm","Software developer","Former employee","Pune","","","",""
"4.0","10 Jul 2023","Good company for freshers","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78102966.htm","Software developer","Current employee","Pune","","","",""
"3.0","27 Jul 2023","Average","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78617703.htm","Software developer","Current employee, more than 1 year","Pune","","","",""
"5.0","14 Jul 2023","LTIMindtree","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78272546.htm","Test lead","Current employee","","","","",""
"4.0","7 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78049957.htm","Software engineer","Current employee, more than 1 year","Pune","Good if you get outside project. Salary on time.","Don't go at client location.It is worst","Show more",""
"4.0","12 Jul 2023","It's a good company with nice opportunities.","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78184746.htm","Software engineer","Current employee","Hyderābād","","","",""
"5.0","18 Jul 2023","Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78347906.htm","Anonymous employee","Former employee, more than 1 year","Pune","","","",""
"3.0","15 Jun 2023","Employee Satisfaction during work","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77407324.htm","Data scientist","Current employee, more than 1 year","Noida","","","",""
"4.0","28 Jun 2023","Good if you want to learn","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77814642.htm","Associate director, project management","Current employee, more than 1 year","Calcutta","Learning culture Challenging projects Good leadership","Merger cons Struggling to merge between LTI and Mindtree","Show more",""
"5.0","10 Jul 2023","Best company ever worked with","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78115391.htm","Specialist software engineer","Former employee","Pune","","","",""
"4.0","11 Jul 2023","Good culture among IT firms","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78142852.htm","Senior engineer","Current employee, more than 1 year","Airoli","","","",""
"3.0","26 Jun 2023","Happy And Sad Both","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77740506.htm","Sr. software engineer","Current employee, more than 1 year","Mumbai","","","",""
"4.0","20 Jul 2023","Job stability","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78440949.htm","Operations manager","Current employee, less than 1 year","Hyderābād","","","",""
"3.0","21 Jul 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78451956.htm","Quality engineer","Former employee","","","","",""
"4.0","21 Jul 2023","Good working environment","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78454632.htm","Anonymous employee","Former employee","","","","",""
"5.0","8 Jul 2023","UI developer","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78072711.htm","Ui developer","Former employee, more than 5 years","Bengaluru","","","",""
"3.0","26 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78585284.htm","Anonymous intern","Current intern","","","","",""
"3.0","26 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78587689.htm","Software engineer","Current employee, less than 1 year","Hyderābād","","","",""
"4.0","22 Jun 2023","Specialist Business Analyst","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77621766.htm","Specialist business analyst","Current employee, more than 3 years","Navi Mumbai","Work life balance , great exposure, Good team and employee benefits","Notice period, less salary increment","Show more",""
"4.0","4 Jul 2023","Review","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77947773.htm","Network engineer","Current employee, more than 1 year","Chennai","Work culture is good and project is well established","Poor appraisal and promotion cycle especially for freshers","Show more",""
"3.0","9 Jul 2023","Best place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78087780.htm","Senior engineer","Former employee, more than 3 years","Chennai","","","",""
"5.0","9 Jul 2023","Company review","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78096558.htm","Support engineer","Current employee","Hyderābād","","","",""
"3.0","19 Jul 2023","Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78403410.htm","Sap consultant","Former employee, less than 1 year","Pune","","","",""
"4.0","19 Jul 2023","Emerging IT Org","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78393775.htm","Technical lead","Current employee, more than 1 year","Pune","","","",""
"3.0","20 Jul 2023","Moderate","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78420414.htm","Test lead","Current employee, more than 8 years","Bengaluru","","","",""
"4.0","30 Jun 2023","Good Projects","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77860980.htm","Data engineer","Current employee, more than 5 years","Pune","","","",""
"4.0","17 Jul 2023","Network engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78339679.htm","Network engineer","Current employee, more than 1 year","Chennai","","","",""
"4.0","29 Jun 2023","Overall experience","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77821656.htm","Quality assurance analyst","Former employee, more than 1 year","Hyderābād","","","",""
"1.0","28 Jul 2023","Pls Don't Join If you want to save your career","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78649553.htm","Software engineer","Current employee","Airoli","2 day work week , 2 week leaave","Everything else No salary increment on time Working on outdated tech","Show more",""
"4.0","15 Jul 2023","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78281710.htm","Senior specialist","Current employee","Pune","","","",""
"3.0","20 Jun 2023","Working culture","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77534922.htm","Software engineer","Current employee, more than 1 year","Bengaluru","","","",""
"1.0","13 Sept 2023","Ntg","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW80020687.htm","Software development engineer (sde)","Current employee, less than 1 year","Bengaluru","","","",""
"3.0","11 Jul 2023","Nice company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78155136.htm","Specialist data engineer","Current employee, more than 8 years","New Delhi","","","",""
"5.0","28 Jun 2023","Great Place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77783078.htm","Associate director","Current employee","","Good place to learn Very professional","Will not compensate you for weekend work","Show more",""
"4.0","22 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78480246.htm","Identity and access management engineer","Current employee, more than 1 year","Hyderābād","","","",""
"4.0","15 Jul 2023","Nice place","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78276842.htm","Software engineer","Current employee, more than 1 year","Pune","","","",""
"1.0","5 Sept 2023","Bad growth","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW79788045.htm","Sr. software engineer","Current employee, more than 5 years","Mahape","","","","1"
"3.0","12 Jul 2023","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78209380.htm","Data engineer","Current employee, more than 1 year","Bengaluru","For senior people it is okay","For junior there is no chance of choosing technology","Show more",""
"4.0","13 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78218504.htm","Software engineer","Current employee","Bangalore Rural","","","",""
"4.0","28 Jun 2023","Work life sucks but work until you can","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77813207.htm","Applications engineer","Current employee, less than 1 year","Bengaluru","good hospatality provided at fresher time","u have to do ur work","Show more",""
"4.0","10 Jul 2023","Employee care and facilities are good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78121419.htm","Specialist","Current employee, more than 1 year","Chennai","","","",""
"4.0","11 Jul 2023","Good to work","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78139655.htm","Senior network security engineer","Current employee","Bengaluru","","","",""
"5.0","26 Jun 2023","L T I Mindtre e","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77742823.htm","Associate director","Current employee","","","","",""
"3.0","13 Jul 2023","Management is not Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78226184.htm","Software engineer","Current employee","Pune","","","",""
"3.0","11 Jul 2023","Senior Business Analyst","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78170008.htm","Senior business analyst","Current employee","Pune","","","","1"
"4.0","11 Jul 2023","Software engineer specialist","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78172457.htm","Senior software engineer","Current employee, more than 5 years","Coimbatore","","","",""
"4.0","12 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78182196.htm","Senior business analyst","Current employee, more than 1 year","Pune","","","",""
"4.0","16 Jul 2023","Salary structure","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78306760.htm","Consultant","Current employee, more than 5 years","Mumbai","","","",""
"3.0","15 Jul 2023","Not good for automation","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78277727.htm","Senior enginner design","Former employee, more than 1 year","Mumbai","","","",""
"5.0","12 Jul 2023","Good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78206808.htm","Intern","Former employee","Pune","","","",""
"1.0","30 May 2023","Worst Senior Management with dictatorial power.","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW76899870.htm","Anonymous employee","Current employee","","Has some brand value atleast","If the Manager doesn't like you they try to cut down your payments by not approving your time sheet at their wish. Even if you have attended calls in record for the entire day the Manager yet here has the authority to nullify your working hours to his/her wish and lead you for salary deduction by simply not approving the time sheet.","Show more",""
"5.0","10 Jul 2023","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78110394.htm","Data scientist","Current employee, more than 1 year","Bengaluru","","","",""
"5.0","10 Jul 2023","Working","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78115035.htm","Engineer","Former employee","Hyderābād","","","",""
"4.0","10 Jul 2023","typical service based company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78113136.htm","Software engineer","Current employee, more than 1 year","Bangalore Rural","","","",""
"5.0","10 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78132535.htm","Senior program specialist","Current employee","Hyderābād","","","",""
"3.0","3 Jul 2023","Your Average service based company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77919058.htm","Senior software engineer","Current employee, more than 1 year","Calcutta","","","",""
"5.0","12 Jun 2023","Software Engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77296213.htm","Software engineer","Former employee","","","","",""
"4.0","16 Jul 2023","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78293142.htm","Engineer","Former employee, more than 1 year","Pune","","","",""
"5.0","27 Jun 2023","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77749362.htm","Software engineer","Current employee, more than 10 years","Hyderābād","","","",""
"5.0","8 Jul 2023","Most active in hiring freshers","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78078682.htm","Graduate engineer trainee","Current intern, less than 1 year","Hyderābād","","","",""
"2.0","19 Jul 2023","Worst Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78384953.htm","Salesforce developer","Former employee, more than 1 year","Pune","","","",""
"3.0","12 Jul 2023","Decent for working","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78177812.htm","Data engineer","Current employee, more than 1 year","Bengaluru","","","",""
"3.0","28 May 2023","Overall good working experience","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW76861113.htm","Software engineer","Current employee, more than 1 year","Bengaluru","Hike is good. Work environment is good. Provide cab facility. Provide free snacks and food for night shift employees. Safe environment for night shift for ladies.","Promotion cycle and increment cycle will delay like anything. Work pressure.","Show more",""
"4.0","4 Jul 2023","nice company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77950083.htm","Senior software engineer","Current employee, more than 1 year","Pune","Company provide good work life balance.","More support projects and less development projects.","Show more",""
"4.0","4 Jul 2023","Good company to start your career","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77964098.htm","Servicenow developer","Current employee, more than 1 year","Bengaluru","","","",""
"3.0","13 Jun 2023","It's Good only for women Employees.","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77339349.htm","Software engineer","Current employee, more than 1 year","Bengaluru","Good Infrastructure, Learning fecilities, Job Security, Employee benifits in food and Snacks.","There's no much Salary hike","Show more",""
"5.0","18 Jun 2023","Performance Test Engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77486331.htm","Senior quality engineer","Current employee, more than 5 years","Chennai","","","",""
"4.0","26 Jun 2023","Nice work culture with little less pay as per market standard","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77714452.htm","Technical lead","Current employee, more than 3 years","Bengaluru","","","",""
"4.0","8 Jul 2023","Cloud Infrastructure Service","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78064819.htm","Graduate engineer trainee","Current intern","","","","",""
"3.0","30 Jun 2023","Average comapny","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77862003.htm","Associate consultant","Current employee","Airoli","","","",""
"4.0","17 Jun 2023","LTI is good company as compare to other MNC","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77463474.htm","Senior software engineer","Current employee, more than 1 year","Mumbai","","","",""
"3.0","31 May 2023","Good but not employe friendly policies","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW76948358.htm","Support engineer","Current contractor, more than 1 year","Bengaluru","Infrastructure and projects are good but they need to grow still","Their policies are not employee friendly and they don’t care about their employees at all. They change any policy as they wish","Show more",""
"2.0","23 Jun 2023","Not at all good salary","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77670199.htm","Software engineer","Current employee, more than 1 year","Pune","You will get to learn here as a fresher.","No career growth. No market standard salary","Show more",""
"3.0","12 Jul 2023","Salary at LTIMindtree","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78205323.htm","Quality engineer","Current employee, more than 3 years","Bengaluru","","","",""
"5.0","13 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78214077.htm","Test engineer","Current employee","","","","",""
"3.0","13 Jul 2023","Great for beginners","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78215051.htm","Backend developer","Current employee, more than 1 year","Coimbatore","","","",""
"4.0","13 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78219055.htm","Project manager","Current employee","Hyderābād","","","",""
"1.0","8 Aug 2023","Feedback","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78967721.htm","Senior software engineer","Former employee, more than 1 year","Pune","Flexible work hours and good office space","No hike provided,also due to lack of projects they fire people and pressure them to resign","Show more","1"
"5.0","29 May 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW76873934.htm","Senior data engineer","Current employee, more than 1 year","Mumbai","I have had a rewarding experience working at this company as a data engineer. The organization has provided me with ample opportunities to showcase my skills and contribute to impactful data-driven projects.","None that I found yet","Show more",""
"4.0","14 Jun 2023","technical skills","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77377876.htm","Software engineer","Current employee, more than 1 year","","","","",""
"5.0","28 Jun 2023","Good to start with","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77812243.htm","Software developer","Former employee, less than 1 year","Chennai","Good work culture , good employees","No cons , just work pressure","Show more",""
"3.0","3 Jul 2023","Good but can be better","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77937181.htm","Senior technical architect","Current employee","Bengaluru","","","",""
"4.0","15 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78284723.htm","Project lead","Former employee, more than 5 years","Mumbai","","","",""
"4.0","26 Jun 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77720436.htm","Senior software engineer","Current employee","","","","",""
"5.0","26 Jun 2023","Great Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77739651.htm","Specialist software engineer","Current employee, more than 1 year","Noida","","","",""
"1.0","7 Sept 2023","Best","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW79848340.htm","Senior software engineer","Current employee, more than 3 years","Pune","","","",""
"4.0","14 May 2023","Good company to work in","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW76424792.htm","Software engineer","Current employee, more than 3 years","Pune","Good place to work. No office politics Good place to learn","Very less salary and hike is close to nothing. If you are on bench there is a chance you wil learn nothing and get no project for a very long time.","Show more",""
"4.0","6 Jul 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78012015.htm","Software developer","Current employee, more than 1 year","Chennai","","","",""
"5.0","4 Jul 2023","Great work ethics","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77963577.htm","Team leader","Former employee, more than 5 years","Mumbai","","","",""
"4.0","9 Jul 2023","Rating","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78097109.htm","Software engineer","Current employee, more than 1 year","Pune","","","",""
"3.0","10 Jul 2023","Good learning curve","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78103750.htm","Cloud and infrasrtucutre engineer","Current employee, more than 1 year","Hyderābād","","","",""
"3.0","19 Jun 2023","Not Very Good Workplace","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77501397.htm","Quality engineer","Former employee, more than 1 year","Pune","","","",""
"4.0","14 Jul 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78263578.htm","Specialist software engineering","Current employee, more than 1 year","Noida","","","",""
"4.0","1 Jul 2023","Test Associate","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77879381.htm","Test associate","Current contractor","","","","",""
"4.0","22 Jun 2023","Policies are good but too much politics","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77608435.htm","Project management office (pmo)","Current employee, more than 1 year","Bengaluru","Policies are good We have more project's","Lots and lots of politics","Show more",""
"1.0","22 Aug 2023","Needs to be rewamped completely","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW79358902.htm","Data engineer","Former employee","","This was my first job.","Really bad company management. Really bad pay.","Show more",""
"5.0","10 Jul 2023","good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78133705.htm","Engineer","Former employee, more than 3 years","Hyderābād","","","",""
"5.0","4 Jul 2023","Work culture is good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77942423.htm","Senior engineer cloud infrastructure","Current employee, more than 1 year","Noida","","","",""
"4.0","4 Jul 2023","Good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77943880.htm","Data engineer","Current employee, more than 1 year","Hyderābād","Good learning experience for freshers","Less increament and appraisals while completing 2 year of experience","Show more",""
"2.0","6 May 2023","I would suggest to keep the offer from LTIM as last one in your stack. Until you have only one offer","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW76171144.htm","Specialist package implementation","Current employee","","It’s just like any other company, nothing special","No process, salary disparity- a guy lesser experience will be on high grade than you","Show more",""
"4.0","7 Jul 2023","Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78038396.htm","Senior software engineer","Current employee, more than 1 year","Mumbai","","","",""
"1.0","23 Aug 2023","Low Pay Company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW79397041.htm","Software engineer","Current employee, more than 3 years","Mumbai","","","",""
"3.0","22 Jun 2023","Automation Testing","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77643006.htm","Automation engineer","Current employee","","","","",""
"5.0","11 Jul 2023","Great company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78149486.htm","Ui developer","Former employee, more than 1 year","Hyderābād","","","",""
"3.0","11 Jul 2023","Sr. Software Engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78169812.htm","Sr. software engineer","Current employee","Pune","","","",""
"4.0","11 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78150227.htm","Specialist","Current employee","Pune","","","",""
"4.0","12 Jul 2023","Overall","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78177525.htm","Senior specialist","Current employee, more than 8 years","Bengaluru","","","",""
"5.0","5 Jul 2023","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77969873.htm","It specialist","Current employee","","","","",""
"4.0","13 Jun 2023","Mindtree","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77339119.htm","Engineer","Former employee","Bengaluru","","","",""
"3.0","10 Jul 2023","Service base","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78104103.htm","Data engineer","Current employee","Mumbai","","","",""
"3.0","3 Jul 2023","Nice work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77913854.htm","Senior quality engineer","Current employee, less than 1 year","","","","",""
"4.0","2 Jun 2023","Work culture at LTIMindree","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77018816.htm","Engineer-cloud and infra services","Current employee, more than 1 year","Bengaluru","","","","1"
"1.0","7 Jul 2023","Pathetic company with Pathetic bench policy","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78045737.htm","Senior specialist","Current employee, more than 5 years","","Everything changed after merge and no pros","Asking the people to resign who are on benchfor 60 days and not enough projects, they are hiring simply by fooling freshers and experienced people's","Show more","1"
"5.0","10 Jun 2023","Bestest comoany ever","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77245931.htm","Software developer","Former employee, more than 1 year","Mumbai","","","",""
"1.0","31 Aug 2023","Don't give hike","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW79676492.htm","Senior data engineer","Former employee","Pune","","","",""
"5.0","6 Jul 2023","Working Environment","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78003457.htm","Quality assurance engineer","Current employee, more than 1 year","Bangalore Rural","","","",""
"3.0","29 May 2023","Beginning of Era!!","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW76878902.htm","Specialist software engineer","Current employee, more than 1 year","Noida","This company good for its employees","it depends majorly on project but yes we can conclude Management sometimes become bit loosen up on some seniors","Show more",""
"2.0","15 Jun 2023","Good Company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77404555.htm","Senior specialist","Current employee, more than 1 year","Hyderābād","","","",""
"4.0","28 Jun 2023","Its all Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77813454.htm","Junior java developer","Former employee, more than 1 year","Calcutta","it is very good for java developer .","As fresher littilr bit strugle for getting project.","Show more",""
"3.0","26 Jun 2023","Not for freshers.","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77728297.htm","Software engineer","Current employee, more than 3 years","Bengaluru","","","",""
"4.0","8 Jul 2023","Salery","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78076538.htm","Software engineer","Current employee","Bengaluru","","","",""
"2.0","14 Jul 2023","job","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78246773.htm","Senior software engineer","Current employee","Chennai","","","",""
"5.0","7 Jul 2023","Good quality work","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78039903.htm","Software engineer","Current employee, more than 3 years","Mumbai","","","",""
"4.0","30 Jun 2023","Network Engineer with 9+ years of experience","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77848121.htm","Senior specialist","Current employee","","L&T and mindtree merger done","Project Opportunity Work from office model","Show more",""
"5.0","23 Jun 2023","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77652632.htm","Senior specialist","Current employee, less than 1 year","Bengaluru","","","",""
"4.0","11 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78171037.htm","Specialist software engineering","Former employee","","","","",""
"5.0","7 Jun 2023","Supportive Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77146248.htm","Software engineer","Current employee, more than 1 year","Bengaluru","LTIMindtree has one of the best work cultures out there in the IT Sector. The seniors are extremely supportive and helpful.","No Cons as far as i remember","Show more",""
"5.0","3 Jul 2023","Good Company to work for","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77913952.htm","Specialist software engineer","Former employee","Bengaluru","","","",""
"5.0","25 Jun 2023","None","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77704736.htm","Assistant manager","Current employee, less than 1 year","","Good, here everything is fine for working","None everything is good allover","Show more",""
"4.0","26 Jun 2023","Good Company with opportunities in Data Engineering","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77707441.htm","Senior specialist","Current employee, more than 3 years","Hyderābād","","","",""
"5.0","7 Jul 2023","Work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78048382.htm","Module lead","Former employee, more than 5 years","Bengaluru","","","",""
"4.0","8 Jul 2023","Overall good company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78064347.htm","Project manager","Current employee, more than 3 years","Pune","","","",""
"1.0","1 Sept 2023","Worst company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW79684330.htm","Software engineer","Current employee, less than 1 year","Airoli","","","","1"
"2.0","22 Jun 2023","No good opportunities or salary","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77615192.htm","Senior data engineer","Current employee, more than 3 years","","","","",""
"4.0","13 Apr 2023","Good organization to start career with","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW75485192.htm","Senior software engineer","Current employee, more than 3 years","Calcutta","Very transparent and helpful teams. Work culture is good. Under a good manager, career is bound to thrive. Really good worklife balance","Transfer across different verticals is difficult and if you are assigned a support project, then leaving it before 18 months is difficult. not enough upskilling opportunities regarding domains you may specifically find interesting","Show more",""
"4.0","11 Jul 2023","Review","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78136555.htm","Cloud infrastructure engineer","Current employee","Bengaluru","","","",""
