"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"1.0","24 Feb 2020","Use as a labour","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW32031541.htm","Internship","Former intern, less than 1 year","Mumbai","","","No superior will come to ask you how work is going","Bad work life balance
They need same sales from every intern all over India
4000 Salary of intern in Mumbai even the daily travelling expense is 185 rs.
No travelling expense","Show more"
"4.0","2 Mar 2020","Overall a good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW32164280.htm","Factory manager","Current employee, more than 1 year","Mumbai","Pay is quite good along with transparent management","Slogging hours and factory locations distant","","",""
"5.0","10 Aug 2020","Good company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW34753142.htm","Territory sales officer","Current employee","Trichy","","","1. Good pay and good support
2. Strict maintenance of rules and policies","1. Work life balance depends on your boss.
2. High pressure obviously","Show more"
"4.0","9 Feb 2021","Great Place to Work","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW42180273.htm","Sales executive","Former employee, more than 1 year","Mumbai","Open Hand in working , Open Culture , Total Transparency, Flexi Hours, Accountability Clear and Personal","Getting Across line from Executive to Manager Grade","","",""
"5.0","28 Feb 2019","Ppc assistant","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW24936578.htm","Anonymous contractor","Current contractor","","This plant are aswome and very cool environment","This plant are so good and clean .and there working style is very good and pretty","","",""
"4.0","28 Mar 2021","Good Company to Work","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW44686956.htm","Software developer","Former employee, more than 1 year","Mumbai","Exposure to multiple varied problems which would help to upskill your knowledge. Good work life balance.","Not of which I can think of","","",""
"4.0","1 Aug 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW50544921.htm","Neem trainee engineer","Current employee","Ahmedabad","","","Ok for for me it's better than setting at home 
Providing bus facility and food","Its taken for Neemtrain but i am mechanical engineering diploma🎓🗞 holding","Show more"
"4.0","16 Sept 2013","Very good experience with technical part","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW3057242.htm","Officer","Current employee, less than 1 year","Panaji","","","Good TPM implementation, young engineers team, good hr welfare","Slower in processes, poor flexibility for employees","Show more"
"5.0","24 Sept 2013","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW3094717.htm","Anonymous employee","Former employee, more than 1 year","","","","Early responsibility, open to ideas, interactive learning","Conservative and limited to limited segments","Show more"
"3.0","8 Aug 2016","executive","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW11488944.htm","Executive","Former employee, more than 3 years","Mumbai","","","Flexible working hours, no/less work pressure, good pay","Good for managerial and above grades, policies for executives and managers are different and they are treated differently.","Show more"
"5.0","26 Oct 2020","feedback of my intern experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW37606621.htm","Intern","Former intern","","","","learned various new management concepts
particular scope and growth of a product.","a bit of pressure in completing the task assigned","Show more"
"5.0","14 Oct 2021","Great learnings","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW53972413.htm","Anonymous employee","Current employee, more than 3 years","","Great learnings. Management is very employee friendly","Good place to be. Only con is alot of your career trajectory depends on your manager","","",""
"4.0","2 Oct 2014","Marketing Manager, Egypt","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW5088551.htm","Anonymous employee","Former employee","","","","Fantastic company culture, gives you lot of freedom to operate,  great brands","International exposure, still has limited footprint in MENA/SEA","Show more"
"4.0","25 Jan 2016","Great Place to Work","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW9326885.htm","Executive","Current employee, more than 3 years","Mumbai","","","Marico provides opportunity to learn and develop a great place to work","Have to Balance Work and Personal life alot","Show more"
"2.0","4 Apr 2016","Good Company to Begin Career","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW10143365.htm","Anonymous employee","Former employee","Mumbai","","","Career Opportunity and Growth Good
Initial learning high
Good initial increments","Numbers Driven
High focus on work takes a hit on life","Show more"
"3.0","19 Sept 2016","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW11987511.htm","Anonymous contractor","Former contractor, less than 1 year","Mumbai","","","#Great code and expertise
#Good technology to work with","Since it is a technology focused company, it is difficult to grow up the management ladder.","Show more"
"4.0","26 Jan 2019","TSE","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW24392139.htm","Tse","Current employee, more than 3 years","Mumbai","","","Salary is Best in Industry","High Work Pressure ; Hardly earn incentive","Show more"
"5.0","27 Jul 2019","5 Star Job campus","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW28275130.htm","Qa analyst","Former employee, less than 1 year","Palakkad","","","Friendly management
Free movement
Good Work
Concept good","Over work
Need more taring & workshops","Show more"
"5.0","18 Dec 2020","Very good Employ Engagement","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW39600156.htm","Trade marketing analyst","Current employee, more than 1 year","Bengaluru","","","Very Good Company With lots of Learning and Sharing Experiance","very good hr and influences","Show more"
"4.0","29 Apr 2021","Good Place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW46278551.htm","Sales manager","Current employee, more than 1 year","","","","Great Culture
Employee Friendly 
Career Movement","Too big, so tends to work in SILOs
Short term approach to things","Show more"
"4.0","10 Sept 2013","Good Indian FMCG","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW3036669.htm","Marketing","Former employee, more than 1 year","Mumbai","","","Stong Brands and Systems, Aggression","NPD performance and future strategy is questionable","Show more"
