review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ
2.0,14 Mar 2022,"Good Paymasters, if that's all you are looking for",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW61190876.htm,Senior product manager,Former employee,Pune,"1. Good learning
2. Brilliant incentives","1. Zero work life balance
2. Gender parity is extremely poor
3. Can get monotonous if you are in the organisation for over 2 years, learning gets stunted
4. Aggressive work environment
5. A typical Indian Company, that you wouldn't want to work for if you have other expectations from work barring just earning money.",Show more
3.0,6 Jul 2022,okay to start your career,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66366209.htm,Unit manager,"Former employee, more than 1 year",Pune,,,
5.0,1 Jul 2022,Nothing,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66193227.htm,Credit operations,"Current employee, more than 1 year",,Good salary with more benifits,Nothing to say i wish more get. Great success,Show more
3.0,11 Jul 2022,Most competitive company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66532605.htm,Management trainee,"Former employee, less than 1 year",Pune,"Fast growth and promotion 
Incentive
Building network","Unrealistic sales target 
Toxic work culture",Show more
3.0,14 Jul 2022,good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66676542.htm,Deputy manager,Current employee,Pune,,,
5.0,27 Feb 2022,"Wonderful place to work, play, progress",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW60354018.htm,Solution architect manager,Current employee,,The management is really committed to embracing change and diversity of thought. Appreciate the fair pay and the wonderful corporate culture. A fun place to work where seniors encourage rather than intimidate. Definitely good for freshers.,Too many projects ongoing at the same time. Advice toOpen doors is a great policy but it can get loud and distracting at times.,Show more
5.0,29 Jun 2022,Best place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66097422.htm,National manager - finance,"Current employee, more than 10 years",Pune,"Challenging environment
Online learning platforms are good","Target oriented
work life balance
learning platform",Show more
3.0,2 Jul 2022,About company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66211323.htm,Sales officer,"Current employee, less than 1 year",,,,
5.0,24 Mar 2022,Fun work place with good policies,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW61696565.htm,Customer support lead,Former employee,,"Very customer centric, makes work fun. Lots of space to discuss solutions and innovations. Very supportive senior management and colleagues.","Work gets very hectic with long hours sometimes. Could do with more breaks and off days. 
Advice to management – Consider giving more off days",Show more
3.0,10 Jul 2022,..........,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66502934.htm,Sales executive,"Former employee, more than 1 year",,"Good incentive , good people",Working hours and work culture,Show more
5.0,24 Jun 2022,good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65934013.htm,Software engineer,"Current employee, less than 1 year",Pune,,,
2.0,9 Jun 2022,Good to start and learn,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65345469.htm,Sales manager,"Current employee, more than 3 years",New Delhi,"Flexibility, learning , growth, income , development","Working hours , Pressure , No weekoff ,
Multi multiple , daily Calls",Show more
3.0,29 Jun 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66107654.htm,Software devloper,Current employee,,Good company for work life balance,Provide very good facilities by company,Show more
5.0,15 Jun 2022,good working environment best staff,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65603439.htm,Sales manager,Current employee,,,,
5.0,19 Jun 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65744506.htm,Filed officer sales,"Former employee, more than 1 year",,Good company good working atmosphere,"Timings are too tough, should maintain filed timings",Show more
3.0,13 Mar 2022,"Need to do customer KYC for personal loan dispatch verify documents, payslip , and address proof and all",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW61130065.htm,Kyc officer,"Former employee, more than 1 year",Bengaluru,"Here only those can work they don't want future and who is having 24hrs work for company , and for single people who don't have any dreams yet all","Monthly targets achivement,  need to reach target every month",Show more
4.0,31 May 2022,"Sales driven organisation, good if you want stability in career",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW64905694.htm,Senior software engineer,"Current employee, more than 1 year",Pune,,,
3.0,30 Jul 2017,Credit Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW16134841.htm,Credit manager,"Current employee, more than 1 year",Mumbai,"You will get introduced to new level of Under writing methods which is damn easy to understand with less documentation makes work bit easier 

Will make your Pockets Heavy

Learning with loads of Laughter and Happiness as good as being in Tution classes

No Bossism and No Hierarchy Egos No politics which makes an organisation  as part of Family ( Read cons too ) 

Will enhance your Basic Package which makes easier to get hike from other organisation","Almost forgot that I too have a Family 

After getting thorough with Software all you feel like a Data Entry Operator

No Importance being given to Credit & Is Pure sales  company

If you switch to different organisation you may have to learn Basic ratio calculations again since there is no such Technical Utilization of Mind 

Money can't buy you Happiness is the sentence I Realized here 

Its Just like Medical Store which Remains Open 24*7 365 days if Possible they could have kept 372 days to make it an Year so that employee would be used for 1 more week",Show more
4.0,29 Jun 2022,Salary,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66091336.htm,Area manager,"Current employee, more than 3 years",,,,
5.0,23 Mar 2022,Good place for a fresher,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW61650914.htm,Senior it executive,Current employee,,"Loads of learning and training programmes. Good place to start your career. Good work life balance. BFL offers both work and soft skills trainings, so you grow in the organisation.",None it's good In all respect,Show more
5.0,14 Mar 2022,Good workplace and fun culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW61131756.htm,Sale associate,"Current employee, more than 1 year",Mumbai,"- Seniors are approachable.
- Very open and start-up type culture.
- Amazing growth opportunities.
- Respect for all; meritocratic work environment without any
favouritism & biases.",work get challeging at times,Show more
3.0,12 Jun 2022,Good learning,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65430400.htm,Unit manager,"Current employee, more than 1 year",Pune,"Good learning
Competitive pay scale
Supportive colleagues","Poor work life balance
High pressure from senior management",Show more
3.0,9 Jun 2022,Na,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65316958.htm,Mis analyst,"Current contractor, less than 1 year",,"Good salary, Good Atmosphere, Up skill","Bad work culture, Not understanding people",Show more
4.0,16 Jun 2022,Overall good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65628376.htm,Hr-trainee,"Current contractor, more than 1 year",Pune,,,
4.0,28 May 2022,Company overview,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW64809907.htm,Cluster manager,"Former employee, more than 3 years",Pune,"HIGH PERKS AND INCENTIVES
Good learning experience
Exploring out of box opportunity
Learning new skills
Adoption of change",Work culture not that professional,Show more
1.0,18 Jun 2022,No work life balance and bad  culture i am on roll wipro Employees but project is bajaj,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65708484.htm,Anonymous employee,"Former employee, less than 1 year",Pune,"No work life balance, very worst culture here.",Very bad work environment no one service here more than 6 six months,Show more
4.0,3 Jun 2022,Account manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65076652.htm,Account manager,Former employee,,,,
5.0,4 Jun 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65092800.htm,Assistant manager,"Current employee, more than 3 years",Deesa,,,
4.0,31 May 2022,COMPANY,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW64885221.htm,Manager,"Current employee, more than 3 years",,"VERY GOOD COMPANY
Good salary, fast growth","WORK LIFE BALANCE,
Work will have no end, no leaves if it is leave",Show more
3.0,16 Jun 2022,hey,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65634086.htm,Anonymous employee,"Former employee, more than 1 year",Pune,,,
5.0,3 May 2022,Bajaj Finance - Software Engineer - Pune,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW63624816.htm,Senior software engineer,"Current employee, more than 1 year",Pune,,,
4.0,6 May 2022,Extremely competitive environment,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW63776464.htm,Manager-hr,"Former employee, more than 1 year",,,,
5.0,21 May 2022,RSM job role,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW64470319.htm,Regional sales manager,"Current employee, more than 5 years",Bhubaneshwar,"Agility in everything, process, support, pay",Time for self & working hrs,Show more
5.0,2 Jun 2022,Best Company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65004089.htm,Human resources manager,Current employee,,,,
3.0,29 May 2022,Not happy with the job,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW64817202.htm,Account manager,Former employee,,,,
5.0,6 Jun 2022,Amazing people,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65167164.htm,Software engineer,Former employee,,"Good value for money
Great office",Work life balance and Communication gap,Show more
2.0,6 Jun 2022,N/a,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65181540.htm,Team leader,"Former employee, less than 1 year",,learn how to manage a team.,"less payout, more workload, which is not good.",Show more
1.0,25 Aug 2022,Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68337321.htm,Manager,"Former employee, less than 1 year",Bengaluru,,,
4.0,2 Jun 2022,welll served by bajaj,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW64996433.htm,Sales coordinator,"Current employee, less than 1 year",,,,
3.0,8 Jun 2022,Sales manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65262249.htm,Sales manager,"Former employee, less than 1 year",,"Good company
Month end is nice","Work culture is bad
Salary is too low",Show more
5.0,6 Jun 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW65141985.htm,Assistant manager,"Current employee, less than 1 year",Pune,"Good company
Good culture
Job security
Good management","No
Cons
Till
Now.
Good company
Good management
Learning opportunities
No cons",Show more
