"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"5.0","11 Sept 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW52407517.htm","Area head sales","Current employee","New Delhi","","",""
"5.0","6 Dec 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW56292028.htm","Senior sme","Current employee, more than 3 years","","Good working environment and proper carrier growth","Nothing everything is fine and good exposure for freshers.","Show more"
"4.0","8 Dec 2021","It was good working over there.","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW56386962.htm","Senior data analyst","Current employee","Gurgaon, Haryana","Learned alot of things
Unlimited datasets to work on","growth is slow
phones not allowed inside company","Show more"
"5.0","12 Oct 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW53906354.htm","Senior consultant","Current contractor, less than 1 year","","Good nice company to work in","Work life balance is compromised a bit","Show more"
"5.0","23 Apr 2019","I overall good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW25798535.htm","Customer service representative","Current employee, less than 1 year","Gurgaon, Haryana","","",""
"4.0","17 Oct 2019","BRM","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW29863066.htm","Senior account executive","Former employee, more than 1 year","Chennai","Good to work on SBI card..company is good","Working time is more senior level managers not response","Show more"
"4.0","17 Nov 2019","Want to work in uk","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW30418367.htm","Branch manager","Current contractor, less than 1 year","Porbandar","Good job profile for future","Not permanent job it is","Show more"
"4.0","11 Jun 2020","Good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW33654685.htm","Computer operator","Former employee","Calcutta","","",""
"3.0","16 Feb 2021","Nice company for people with great political ability","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW42612121.htm","Senior manager","Current employee, more than 3 years","","","",""
"4.0","22 Mar 2021","very good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW44406640.htm","Store manager","Current employee","Kalyan","","",""
"4.0","14 Jun 2021","Working as a KYC Analyst","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW48298130.htm","Kyc analyst","Current employee","Gurgaon, Haryana","","",""
"1.0","17 Sept 2021","Poor working culture","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW52726538.htm","Assistant manager","Current employee, less than 1 year","Gurgaon, Haryana","only positive is Job Security","Poor management
Bad working culture
No work life balance. You can get a call for work even on public holiday when you are out of city
People were forced to login with multiple calls within 4 days of catching covid
Politics and mental harassment","Show more"
"3.0","1 Jan 2022","Good for Credit card domain understanding","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW57277470.htm","Avp-it","Former employee, more than 1 year","Gurgaon, Haryana","","",""
"2.0","27 Mar 2018","not recomended","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW19883987.htm","Asm","Current employee, less than 1 year","Mumbai","","",""
"4.0","15 May 2018","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW20596273.htm","Anonymous employee","Current employee","","","",""
"3.0","19 Dec 2018","Marketing","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW23899261.htm","Marketing","Current employee, more than 3 years","Gurgaon, Haryana","Industry leader, GE legacy, Growing","Weak HR, SBI influence, Hierarchical","Show more"
"4.0","26 Sept 2019","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW29468404.htm","Anonymous employee","Current employee, less than 1 year","","Superb gud salary package for employees","Very good good condition for working","Show more"
"5.0","26 Oct 2020","Very good platform","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW37606875.htm","Relationship executive","Former employee, less than 1 year","Vāranāsi","Because the environment of SBICARD is great","This is the best company to work","Show more"
"4.0","3 Apr 2021","Been more than 5 years at SBI Card","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW44962580.htm","Avp-marketing","Current employee, more than 5 years","Gurgaon, Haryana","","",""
"5.0","28 Jun 2021","happy to work their","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW48991708.htm","Senior collection executive","Former employee, more than 8 years","Gurgaon, Haryana","friendly environment and working culture","no downside works are running","Show more"
"3.0","29 Jun 2021","Good Salary , Autocratic  Management","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW49088389.htm","Assistant vice president","Current employee","Gurgaon, Haryana","Decent Learning opportunities 
Good Salary
Sufficient Leaves
Financially strong organisation
Growth opportunities","Autocratic Management 
Unrealistic Expectations
Unprofessional culture","Show more"
"5.0","26 Jun 2021","It was a real good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW48934832.htm","Sales trainer","Current employee, more than 5 years","North Twenty Four Parganas","","",""
"4.0","26 Jul 2021","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW50297855.htm","Senior manager","Current employee","Gurgaon, Haryana","","",""
"5.0","20 Sept 2021","6+ Sbi cards","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW52845171.htm","Senior executive assistant","Current employee, more than 5 years","","Looking good opportunities and advancement in carreer","Disputes cibil rev.mi trance AMU team","Show more"
"5.0","2 Nov 2021","Good work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW54795830.htm","Branch relationship executive","Current employee, more than 1 year","","Great platform to start career in sales","Time management, work culture behaviour of HR","Show more"
"4.0","29 Oct 2021","Overalll Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW54691090.htm","Branch relationship executive","Former employee","Sangrūr","","",""
"3.0","13 Nov 2021","Average Exp","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW55323042.htm","Product manager","Former employee, more than 1 year","Gurgaon, Haryana","","",""
"2.0","21 Dec 2021","ITS WORK HARD BUT USEFUL IN FUTURE","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW56936891.htm","Sales executive","Current employee, more than 1 year","","","",""
"5.0","22 Dec 2021","SBI Card","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW56984215.htm","Senior manager, fraud risk","Current employee, more than 8 years","Gurgaon, Haryana","","",""
"3.0","29 Jul 2018","Worst exeperience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW21711587.htm","Relationship executive","Former employee, less than 1 year","Coimbatore","It was a best platform for learn","Low salary
Stability 
Unwanted interpretation","Show more"
"4.0","9 Sept 2018","Customer service executive","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW22391675.htm","Anonymous employee","Current employee","","Good company to start career and grow.","If you perform growth is guaranteed.","Show more"
"3.0","5 Mar 2019","Good company with not so good work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW24999968.htm","Anonymous employee","Current employee, more than 1 year","","","",""
"5.0","23 May 2019","Looking for growth","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW26289094.htm","Asm (area sales manager)","Current employee, more than 1 year","Mumbai","","",""
"5.0","10 Nov 2019","Sales executives","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW30299829.htm","Senior sales","Current intern, more than 1 year","New Delhi","","",""
"4.0","13 Dec 2019","Amazing work experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW30861443.htm","Executive","Current employee, more than 3 years","Gurgaon, Haryana","","",""
"4.0","1 May 2020","Very nice Company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW32981082.htm","Asm (area sales manager)","Current employee, more than 1 year","Dāvangere","","",""
"5.0","25 Jul 2020","Mis data associate","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW34430532.htm","Mis executive","Current employee","Hyderābād","","",""
"4.0","24 Aug 2020","Sbicards","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW35247327.htm","Asm (area sales manager)","Former employee, more than 1 year","Pune","","",""
"4.0","9 Oct 2020","good company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW36930480.htm","Executive","Current employee, less than 1 year","Gurgaon, Haryana","best with benifits 
salary come in every 30","no cons best comoany to work with","Show more"
"5.0","3 Feb 2021","Nice place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW41929365.htm","Operations manager","Current employee","Gurgaon, Haryana","","",""
"4.0","11 Feb 2021","Sbi card its a sales job","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW42323361.htm","Branch relationship executive","Former employee, less than 1 year","Chandigarh","","",""
"4.0","22 May 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW47310238.htm","Team leader","Current employee","New Delhi","","",""
"4.0","27 Jun 2021","SBI Card","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW48967620.htm","Senior vice president","Current employee","Gurgaon, Haryana","","",""
"5.0","10 Jul 2021","Area manager","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW49574349.htm","Asm (area sales manager)","Current employee, more than 3 years","","","",""
"2.0","17 Aug 2021","Work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW51224636.htm","Assistant vice president/dvp/vice president","Current employee","Gurgaon, Haryana","","",""
"5.0","24 Aug 2021","Job","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW51576008.htm","Human resources","Current employee","Hyderābād","","",""
"5.0","3 Sept 2021","Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW52041420.htm","Sales representative","Former employee, more than 1 year","Gurgaon, Haryana","Support and great team environment","Target, timing, pressure, time, management","Show more"
"2.0","13 Oct 2021","Bad","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW53943826.htm","Asm (area sales manager)","Current employee, more than 1 year","Jodhpur, Rajasthan","You may have Comfortable life","No culture , no incremnts poor management","Show more"
"5.0","23 Dec 2021","Great worl place","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW57030662.htm","Back office executive","Current employee","Thāne","","",""
"5.0","14 Jan 2022","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW57924787.htm","Executive","Current employee, more than 1 year","","Amazing work environment to be in","There's no con I would say","Show more"
"3.0","8 Nov 2018","associate","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW23324164.htm","Anonymous employee","Former employee","","","",""
"5.0","3 Mar 2019","Working Culture is superb","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW24965253.htm","Asm","Current employee, less than 1 year","Calcutta","Mindblowing environment and good for youngsters","Lot of cross functional work","Show more"
"3.0","31 May 2019","Brand manager","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW26413146.htm","Anonymous employee","Current employee","","Good role
Good learning
Work life balance
Bday leave
Leaves no issue","Bureaucracy
SBI culture
No work life balance
Average pay grade
Poor incentive","Show more"
"3.0","9 Jul 2019","Customer service executive","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW27879037.htm","Customer service executive","Current employee, more than 1 year","Chennai","Friendly environment. Seniors are very friendly","Worst roaster/shifts. Leaves break timings are very bad","Show more"
"4.0","12 Jul 2019","Good industry","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW27959732.htm","Relationship associate","Former employee, less than 1 year","New Delhi","Low pressure goood incentive and friendly Staff","Have politics
To much hard pressure
Field job","Show more"
"5.0","29 Jul 2019","Great Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW28307365.htm","Anonymous intern","Former intern","","","",""
"5.0","27 Apr 2020","Best organization","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW32917721.htm","Asm (area sales manager)","Current employee, more than 1 year","Mumbai","Best organization to work, high opportunity, proper management","Nothing is there in cons.....","Show more"
"5.0","11 Oct 2020","SBI cards","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW37002899.htm","Operations manager","Current employee, more than 10 years","Chennai","Good Company to work, Ethical to work with","Nothing specific to be mentioned","Show more"
"5.0","7 Oct 2020","Employee Fraindly Company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW36827053.htm","Regional sales manager","Current employee","Ahmedabad","","",""
"4.0","17 Feb 2021","Good opportunity to start career.","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW42625119.htm","Manager","Current employee, more than 3 years","","Good salary and good experience","Sometimes could be really high pressure","Show more"
"5.0","24 Feb 2021","good opportunities for on role employees","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW43022969.htm","Sourcing executive","Current employee, less than 1 year","Gurgaon, Haryana","","",""
"5.0","14 May 2021","good company enviroment","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW46929498.htm","Customer service associate","Former employee, more than 1 year","Chennai","","",""
"3.0","19 May 2021","Working at SBI Card","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW47179882.htm","Partnerships manager","Current employee","Gurgaon, Haryana","Work Life balance is good","Professional growth is slow
Feedback can be given more often","Show more"
"3.0","27 Jun 2021","Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW48962666.htm","Anonymous employee","Current employee, more than 3 years","Calcutta","","",""
"3.0","30 Jun 2021","No work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW49129884.htm","Branch relationship executive","Former employee, less than 1 year","Kollam","","",""
"2.0","13 Jul 2021","Average job","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW49700248.htm","Senior branch representative","Current contractor, more than 3 years","Gangānagar","Banca channel ,work in sbi branch","Poor customer service from management","Show more"
"4.0","24 Aug 2021","Its over all good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW51547625.htm","Executive assistant","Former employee","","","",""
"3.0","7 Sept 2021","Not Bad","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW52177992.htm","Branch relationship executive","Former employee, less than 1 year","","","",""
"5.0","23 Sept 2021","Good for experience for freshers","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW53002869.htm","Branch relationship executive","Current employee, less than 1 year","","","",""
"5.0","3 Oct 2021","Best Employment","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW53469426.htm","Branch relationship executive","Current employee","Pune","","",""
"4.0","10 Dec 2021","Good company but employee growth is slow","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW56498180.htm","Senior manager","Current employee, more than 3 years","Gurgaon, Haryana","","",""
"5.0","21 Dec 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW56970583.htm","Branch relationship executive","Current employee, less than 1 year","Vizianagaram","Sbi is the best bank","In sbi we may face","Show more"
"5.0","31 Dec 2021","Sale Credit card","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW57267776.htm","Sales executive","Former employee, less than 1 year","Thāne","It's best company. I enjoy work.","No this is best company.","Show more"
"3.0","26 Feb 2019","good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW24895377.htm","Anonymous employee","Current employee","","","",""
"4.0","10 Apr 2019","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW25621070.htm","Anonymous employee","Former employee","","","",""
"2.0","2 Nov 2020","It was not satisfied","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW37886421.htm","Computer operator/account clerk","Current employee","Patiala","Good learning, communication, goal or","Pressured, tried, not comfortable, not useful","Show more"
"4.0","23 Oct 2020","Perfect for day shift jobs","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW37520210.htm","Customer service - senior executive","Current employee","Chennai","","",""
"3.0","14 Dec 2020","Great exposure","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW39455409.htm","Assistant manager","Former employee, more than 1 year","New Delhi","Money is good 
Respectable job
Incentives are huge","No work life balance
Sales target stress
Only sundays off","Show more"
"4.0","30 Dec 2020","Nice work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW39934861.htm","Sales assistant","Current employee","Hospet","Nice but there don't pay","Good job I want to try new","Show more"
"3.0","17 Jan 2021","Lot to work in less pay","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW40901132.htm","Asm (area sales manager)","Former employee, less than 1 year","Raipur, Chhattisgarh","","",""
"5.0","23 Jan 2021","Very Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW41305861.htm","Anonymous employee","Current employee, more than 5 years","","Very Good company to work for","Every thing is Good there","Show more"
"4.0","25 Jan 2021","good company to start career","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW41353888.htm","Executive","Current employee","New Delhi","","",""
"3.0","25 Jan 2021","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW41357688.htm","Manager","Current employee, more than 1 year","Gurgaon, Haryana","Good place, work life balance","Office politics, company policies, compensation","Show more"
"3.0","5 Mar 2021","Nothing","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW43524764.htm","Manager","Current employee, more than 5 years","New Delhi","Good place to work if u r hard worker","Those who don’t want to work
Don’t join","Show more"
"4.0","9 Apr 2021","Offers","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW45297972.htm","Customer service representative","Former employee","Coimbatore","","",""
"2.0","9 Jun 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW48115393.htm","Senior executive operations","Current employee, more than 1 year","Chennai","Good morning everyone nice place to work","Nice place to work High recommend to work","Show more"
"5.0","15 May 2021","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW46982432.htm","Senior tellecaller","Current employee","JP NAGAR 1ST PHASE","Indian best my fevarest company","Best company and best job","Show more"
"5.0","8 Jul 2021","Great Company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW49471040.htm","Collection manager","Current employee","New Delhi","","",""
"4.0","26 Jul 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW50294546.htm","Disputes & chargeback specialist","Current employee","Gurgaon, Haryana","","",""
"3.0","5 Aug 2021","Learning is extra ordinary","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW50716632.htm","Anonymous employee","Current employee, more than 3 years","","you are the process owner","No work Life Balance in sales","Show more"
"5.0","14 Aug 2021","Amazing Company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW51123797.htm","Avp-sales","Current employee","Gurgaon, Haryana","","",""
"5.0","7 Sept 2021","Case to case feedback","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW52201448.htm","Agency collection manager","Current employee","Mumbai","Collection target achievement every month","Customer handling day to day","Show more"
"3.0","10 Oct 2021","SBI Card","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW53780067.htm","Senior manager, operations","Former employee, more than 8 years","","","",""
"3.0","23 Mar 2018","SBI card review","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW19837114.htm","Anonymous employee","Current employee, more than 1 year","","Decent work life balance
Scope of work is good","Not pay masters in BFSI","Show more"
"4.0","26 Sept 2019","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW29467090.htm","Asm (area sales manager)","Current employee, more than 1 year","Pune","Good perks 
Good environment
Good structure","Boss manager
Every thing out sourced specially it","Show more"
"4.0","1 Nov 2019","Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW30137312.htm","Manager","Former employee, more than 3 years","Ahmedabad","","",""
"4.0","22 Jul 2020","na","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW34365562.htm","Risk management","Current employee","Gurgaon, Haryana","","",""
"3.0","23 Nov 2020","Not secure","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW38644779.htm","Operation officer","Current employee","Māldah","Sallary to low, ok ok","I am looking secure job","Show more"
"3.0","15 Dec 2020","Avarage","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW39494450.htm","Branch relationship associate","Current employee","Chandigarh","","",""
"4.0","4 Feb 2021","Executive","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW41952162.htm","Anonymous employee","Former employee, more than 3 years","","","",""
"4.0","20 Mar 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW44305649.htm","Sales team leader","Former contractor, more than 1 year","Bengaluru","Targets , good incentive, Happy to work","Good environment but not good manager's","Show more"
"3.0","23 Apr 2021","Working at SBI card","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW45971984.htm","Senior project manager","Former employee","New Delhi","","",""
"5.0","29 Apr 2021","was to to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW46235916.htm","Branch relationship banker","Former employee, less than 1 year","Udupi","","",""
"2.0","4 May 2021","Not a good firm to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW46442444.htm","Manager","Current employee, more than 1 year","","","",""
"5.0","2 May 2021","Very gud","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW46368973.htm","Officer","Former employee, more than 3 years","Gurgaon, Haryana","Every thing is gud and best","No cons as very good","Show more"
"3.0","23 May 2021","Not good to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW47332927.htm","Manager","Current employee, more than 10 years","North West","","",""
"5.0","14 Jul 2021","Good company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW49792973.htm","Anonymous employee","Current employee","","","",""
"5.0","16 Jul 2021","Best management","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW49865638.htm","Team leader","Former employee","Jaipur, Rajasthan","","",""
"4.0","22 Jul 2021","good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW50121305.htm","Associate","Former employee","Gurgaon, Haryana","","",""
"4.0","3 Sept 2021","good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW52062434.htm","Rewards manager","Current employee, more than 3 years","Gurgaon, Haryana","","",""
"3.0","14 Sept 2021","AVP Risk Management","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW52563035.htm","Assistant vice president risk management","Former employee","New Delhi","","",""
"5.0","10 Nov 2021","Good platform","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW55160916.htm","Operations","Former employee","Coimbatore","","",""
"4.0","29 Nov 2021","Good exposure","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW56012280.htm","Project manager","KEY NOT FOUND: jobLine.seasonal-former","New Delhi","Backing of a good financial institution
Stable product
Learning","Pay range
Global exposure
Strategy
Work pressure
Coordination between teams","Show more"
"4.0","22 Dec 2021","Except salary.. everything is nice","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW56998495.htm","Sbi cards","Current employee, less than 1 year","New Delhi","","",""
"5.0","11 Jan 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW57749134.htm","Area collection manager","Current contractor, more than 1 year","","","",""
"5.0","9 Dec 2018","Nice experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW23769305.htm","Business development executive","Current employee, less than 1 year","Gurgaon, Haryana","Environment is good for learning","I didn't find anything wrong","Show more"
"3.0","19 Jun 2019","easy interview for the freshers","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW27489277.htm","Anonymous employee","Current employee, less than 1 year","","","",""
"3.0","2 Jul 2019","Credit card","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW27744748.htm","Banking","Current employee, more than 3 years","Hisār","","",""
"5.0","9 Jul 2019","Assosative","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW27899404.htm","Anonymous employee","Former employee, less than 1 year","Chennai","","",""
"5.0","3 Feb 2020","Best","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW31644479.htm","Kyc analyst","Current employee, more than 3 years","","management is good.
salary is good","long hours.
appraisal is bad
stay back","Show more"
"4.0","9 Jun 2020","Amazing work experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW33596349.htm","Anonymous employee","Former employee, more than 1 year","Jāmnagar","","",""
"3.0","24 Nov 2020","All ok","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW38673389.htm","Assistant manager","Current employee, more than 1 year","Mumbai","Favouritism, good . Bad.. negative","Favouritism,bad, negative feedback, Nepotism, no promotion","Show more"
"5.0","30 Nov 2020","Top","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW38875694.htm","Data engineer","Current freelancer","Vāranāsi","","",""
"5.0","1 Dec 2020","5","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW38914115.htm","Branch executive","Former employee, less than 1 year","Ahmedabad","Good support of the asm","No one is taking credit card","Show more"
"4.0","18 Feb 2021","KUNAL","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW42694965.htm","Branch relationship executive","Current employee, less than 1 year","Mumbai","","",""
"3.0","27 Feb 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW43198249.htm","Sbi cards","Current employee","Allahabad","There are makes incentive unlimited","Not good behaviour in my senior","Show more"
"5.0","4 Feb 2021","nice","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW41963688.htm","Anonymous employee","Former employee","Rohini","","",""
"4.0","3 Apr 2021","Nice place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW44966167.htm","Branch relationship executive","Former employee","Haldwāni","","",""
"4.0","6 Apr 2021","Area sales manager","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW45078601.htm","Asm (area sales manager)","Current employee","Bengaluru","","",""
"4.0","9 Apr 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW45269680.htm","Telecaller executive","Current employee, less than 1 year","Calcutta","Good work environment and all","Very tiring job but still okay","Show more"
"5.0","10 Apr 2021","Decent","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW45327482.htm","Anonymous employee","Current employee","","","",""
"5.0","20 Apr 2021","SBI card","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW45813755.htm","Mis","Former employee","Indore","","",""
"5.0","13 May 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW46884663.htm","Asm (area sales manager)","Current employee, more than 3 years","New Delhi","Great work environment for any one","Salary low according to industry","Show more"
"5.0","20 Jun 2021","Very good company.","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW48582747.htm","Uidai supervisor","Former employee","Kanpur Nagar","","",""
"3.0","5 Aug 2021","management","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW50762807.htm","Escalations","Current employee","Gurgaon, Haryana","","",""
"4.0","6 Aug 2021","Good for learning","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW50768621.htm","Business analyst","Current employee","Gurgaon, Haryana","","",""
