review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
4.0,18 Sept 2024,good company to work,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW91149432.htm,Senior sales officer,"Former employee, more than 1 year",Calcutta,,,,good team environment to work with,no work life balance currently
5.0,7 Sept 2024,Internship Journey,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW90801651.htm,Internship,"Former intern, less than 1 year",Calcutta,,,,Got hands on experience about the paint and chemical industry and its working.,"Just had very less time working with my employer, hope to work and learn from again."
4.0,15 Sept 2024,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW91037399.htm,Sales associate,"Current employee, less than 1 year",Okhla,,,,It a very good company,You have to make some effort
5.0,8 Sept 2024,Best Place to Work,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW90828207.htm,Assistant brand manager,"Current employee, more than 1 year",Calcutta,"Good Work Life Balance
Experienced and helpful colleagues and seniors
Lot of new experiences and travelling opportunities",No cons as of now,Show more,,
3.0,12 Sept 2024,berger paints stipend,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW90976048.htm,Sales intern,Former intern,Bhubaneshwar,,,,"on time payment, no delay",you'll have to do all the learning by yourself
4.0,11 Sept 2024,Berger Review,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW90939562.htm,Human resources,Current intern,Calcutta,,,,Great work environment and co workers.,Compensation to be improved for different roles.
4.0,11 Sept 2024,Traineeship,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW90937773.htm,Human resources,Current intern,Calcutta,,,,Great work environment and location.,Better compensation can be expected for several roles.
4.0,6 Sept 2024,very enriching,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW90781936.htm,Summer internship,"Former intern, less than 1 year",Dehradun,"freedom , autonomy , supporting staff","less structured , but that's how that industry is at lower levels",Show more,,
5.0,4 Sept 2024,They are very helpful,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW90692458.htm,Internship,Former intern,,,,,"Very friendly workplace, many opportunities of improving skills",No  disadvantage are working there.
4.0,29 Aug 2024,SSO,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW90524831.htm,Senior sales officer,"Current employee, less than 1 year",Visakhapatnam,"Good working culture. 
Supportive Manager
Helping team","Sales targets
Low acceptancy in market",Show more,,
4.0,19 Aug 2024,Low pay,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW90224751.htm,Apprentice,"Current employee, less than 1 year",Dhaka,Can learn how the industry works,Low pay with overtime and management is not kind towards third party employees,Show more,,
4.0,20 Aug 2024,Best Working environment,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW90242633.htm,Area manager,"Current employee, more than 5 years",Ludhiana,"Positive culture, Good team mates, Good HR policy",Compensation can be improved to boost the morale,Show more,,
4.0,18 Aug 2024,Good Brand,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW90201989.htm,Ares sales manager,"Current employee, more than 5 years",Bengaluru,,,,Job security is good. And brand image in market.,"System should be more faster,I guess they are working on it."
3.0,9 Aug 2024,Work Culture,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW89952188.htm,Sales officer,"Current employee, less than 1 year",Calcutta,,,,Salary benifit is good also growth is good,"No timing, no holidays no weekend"
4.0,6 Aug 2024,1 years,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW89822708.htm,Marketing executive,Former employee,,"Deler 
Market. Visit
Shop meeting 
Distribution 
Target","Market focus
Sals teem hendal
Market plan
Time to payment 
And target",Show more,,
5.0,1 Aug 2024,Good place to grow,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW89699069.htm,Ehs officer,"Current employee, more than 1 year",Jammu Narayana Puram,,,,Freedom to work according to will,Not good for career growth
4.0,28 Jul 2024,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW89570773.htm,Marketing intern,"Former intern, less than 1 year",Chennai,"Good learnings and experience 
Team work building",Less awareness for the brand,Show more,,
5.0,30 Jul 2024,Very good,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW89616490.htm,Senior tsso,"Current employee, less than 1 year","Farīdābād, Haryana",,,,Excellent working atmosphere and culture,No words to say for negative
3.0,24 Jul 2024,Good company,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW89468803.htm,Designation - senior sales officer,Current employee,,,,,"Great incentives, high earning chances","No work life balance, irregular timings, late night works"
