review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_location__E_Ine,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
1.0,9 Apr 2022,Good one,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW62523638.htm,Sales associate,"Current contractor, less than 1 year",Best employer with good salary,Worst Employer with with worst salary,Show more,New Delhi,,
1.0,2 Mar 2022,Operations,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60508800.htm,Assitant-manager,"Former employee, more than 3 years","Good pay
Job security
Busy environment
Psu 
Govtjob","No saturdays and sunday offs
Working 15 hrs daily
Remote locations
Stagnant growth
Nothing new to learn
No leaves 
Politics",Show more,Vāranāsi,,
3.0,21 Jan 2021,Not the work culture future generation wants to work in!!!,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW41157730.htm,Manager,Current employee,"I was in operations, so I can only give you a sneak peak of Operations side.
1. There is a lot to learn in Oil Industry if you can constantly keep yourself highly motivated.
2. Salary is decent - 21-23 L / Annual (82 K / Month in hand) with all perks considered
3. Depending on your role, you might get a very chill and relaxed position.","1. Company is utterly vision less and Employee's view are ignored every-time.
2. No-one knows how to get work done, All they know is how to shout at the person lower than them and keeping pushing him until he finds out how to get it done.
3. Job is very clerical, most of the time you will be doing stuff which an office boy should do in-line with the guidelines which never had or ever will make sense. But if you don't comply to that you might get a visit from Vigilance
4. Work for 5 years in this company and you will find yourself stuck (Best Retaining Policy)",Show more,"Jaipur, Rajasthan",,
1.0,3 Mar 2022,Very bad,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60587465.htm,Assistant manager - engineering,"Current employee, more than 3 years",,,,,No pro point as of now,"Now work life balance, very unorganised organization, negative culture"
4.0,28 Jun 2018,Management Trainee at BPCL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW21247374.htm,Management trainee,"Former employee, less than 1 year","1. Work culture is much better than most other PSUs
2. Youngsters are given opportunities to showcase some new ideas and talent. Also, the older generation knows the hardships of cracking GATE, interviews etc. so they give respect for that kind of stuff.
3. Exotic work locations and lot of scope to see different cultures and meet new people.","1. It is a PSU. So, the work won't be as rocking as in a startup or an average MNC. 
2. Not much growth opportunities. Only join it if you wanted to get into Govt. sector and be in India for the rest of your lives.
3. Mostly you will be taken up for your subject knowledge but the work won't be technical
4. This work experience won't help you in other companies, so make the decision wisely.",Show more,Cochin,,
3.0,7 Nov 2015,"Excellent lower managements and peers, thumbs down to bringing about change",https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW8569552.htm,Executive officer,Former employee,"-Lower management/ peers support at the very beginning being excellent will bolster the learning as the learning curve at the beginning is steep.
-salary,compensation, benefits were way above satisfactory until recently till the retail executive sales and engineering job roles were integrated to one.
- A few upper management staff value the wellbeing and potential contributions of the subordinates.","-authorisation/desicion making powers of the lower management has diminished in retail sales over past 3 years, which has affected the working culture and also desicion making and execution time delay has increased which will in turn affect the growth of employee as well as organisation.
- lack of guidance by a few upper management has also affected the growth and work satisfaction; which is basically seen as an evasive attitude so that the responsiblity of the desicions made will go unsupported in case of any deviations or mistakes. This has already affected retail marketing drastically.",Show more,Eranakulam,,
4.0,9 Oct 2016,Depends on what you want from life,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW12241314.htm,Assistant sales manager,"Former employee, more than 5 years","1.very good quality of life 
2. lot of respect in society
3. exposure to multiple functions and numerous cultures
4. if you are a decent worker and know how to maintain good relations with seniors, shd not have any issues in climbing corporate ladder, even though slower than private companies","1. if in sales, no work life balance. always on job 24*7*365
2. even after a promotion designation and perks will change but work will remain same
3. locations are not always big cities. if you want to get ahead in career you will have to work in smaller towns.
4. you will get transfer every few years. you will get when you dont want and wont get when you want it.",Show more,Eranakulam,,
2.0,24 Nov 2014,Highly demotivating and frustrating work environment,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW5436397.htm,Anonymous employee,"Current employee, more than 1 year","Workload at most times of the year in the IT department is minimal. The 9-6 timing typical of a PSU is adhered to mostly

Availability of loans for various commodities like cars, motorcycles, furniture etc. on confirmation as an employee.

Bonds which are typical of PSU are absent.","No incentive based pay.

When workload increases, adequate rest period and incentives are not given. It becomes like working for a Private company without any extra pay. Overtime pay, if any is a pittance.

Promotion is fixed regardless of the mettle of the employee. This claim is refuted by HR department of the company, but the fact is that seniority holds sway, and not potential.

Pay hikes are invisible. Even after working for two years, there has hardly been a increase of a few thousand bucks to the gross pay.",Show more,Mumbai,,
1.0,23 Oct 2017,Executive,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW17498166.htm,Executive,Former employee,Any job's basic characteristic-Job security & Pay and allowances,"No reward/punishment.

Have to get overloaded of extra work if any non-performer is in your location or if you can work more efficiently than other in your team.

Worst remote location postings/travel even google needs to update in its map.

Intentionally preposterous transfer postings to uniquely uncomfortable locations for an individual every 3 years.

Promotions matter only in pay as one needs to do the same job for 12 years even if he is on fast track. Actual promotion - job role wise- happens in a minimum time frame of 15 years.

Anywhere near/in home state postings more than one period of posting-3 years is mostly impossible.
   
Working hours may extend more than 14 hours a day including sundays and holidays. However company policy strictly prohibit anyone to work on constitutional holidays such as Independence day and Republic Day- Kudos to work life balance.

No personality development as job is mostly monotonous and boring.

Need to consult psychiatrist frequently to avoid suicidal thoughts that arise because of great philosophical managers.",Show more,Chennai,,
1.0,2 Apr 2019,Worst job for CAs,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW25471616.htm,Account executive,"Current employee, more than 1 year",Only one -Decent salary however the salary structure also has many disadvantages,"1.  You dont even know the breakup of your CTC. What you receive in hand is not even half pf what they tell u during campus interviews.
2.  There is no HR in the company. People in HR dept do everything except what an HR should do.
3. Some bosses even do not let u claim some of the perks which u are eligible to claim. Most of the times you shall not even be able to claim your official tour expenses co the co. does not even allot enough budget for it.
5. If posted in south india, life shall be even worse, coz there noone cares about u unless u know the language.
6. No training to new joinees. You are supposed to know everything the day u join.
7. A lot of corruption in alloting the tenders and allotment of petrol pumps.
8. No transfer policy. Some ppl are transfered within 6 months while some comtinue in same place for 16 years.",Show more,Chennai,,
3.0,7 Jan 2016,Good place to work with great learning opportunities,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW9114355.htm,Assistant manager,"Former employee, more than 5 years","Good and approachable leaders, who are knowledgeable in technical skills. Lot of opportunity to learn and gain technical knowledge if you get an opportunity to be associated with the Refinery SBU. Lot of focus is given on innovation and if you have a good working idea, you can do great. Management is willing to take risk.","Pace of growth is limited owing to PSU tag. Some sections of HR are very lethargic. Promotion policy is not very transparent, though it would seem so, but it is not the reality. Work life balance goes for a roll and you would never feel for a moment that you are working for a central PSU. Expectations from job are equivalent to any private sector organisation.",Show more,Mumbai,,
1.0,8 Jan 2022,Boot Lickers most appreciated!!,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW57596802.htm,Assistant manager,"Former employee, more than 8 years",Handsome perks and benefits for a graduate. I guess the same perks and benefits are offered by all Maharatnas companies of India.,"These perks and benefits which were mentioned in Pros are because of government enforced package structure. If it comes to management of company they would start to deduct as much as they can!
There is no backbone of HR in the company. If you have got any problem, HR cannot do anything.
There is no employees union and hence any issue cannot be addressed as a collective front. 
Forbes rated BPCL as the least empathetic company of the WORLD (yes, its not India, Its WORLD. Check the internet for further proofs), there was absolutely no discussion about it the company. Whereas if they get any Lallu Panju appreciation any where, they boast as the rarest achievement anyone can get!
They is no fixed framework for employees growth. For documentational formalities they has a PMS system which is total Non-sense! If you are perfect in boot licking then u can achieve exceptional growth in the company! ""Aida bake peda khao"" style!",Show more,,,
1.0,23 Mar 2021,"Never join, company has worst culture",https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW44447021.htm,Engineer,"Former employee, less than 1 year",Initial Salary is good for a fresher,"- Most of the people speak in the local language (Malayalam) and they dont care if a new joinee doesn't understand the language and all technical stuff is also discussed in Malayalam. So you will have very little learning if you are from outside of Kerala
- Seniors attitude is very bad and they try to dump work on their juniors. Broadly their motto is like "" I have suffered more than you, you should at least suffer what I experienced""
- Blatant favoritism in granting leaves to Malayali people and also people from other states get demotivated due to above mentioned factors and they stop working hard 
- Zero innovation, a new joinee and a 10 year experienced manager both do the same work 
- Peers in private sector will have a lot of learning and salary growth, you will be stuck here having neither",Show more,Cochin,,
3.0,5 Mar 2015,MNC in garb of a PSU,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW6051437.htm,Assistant manager sales,"Current employee, more than 3 years","1. Good Salary at Initial Level
2. Good untapped opportunities in Sales and Marketing
3. Freedom to do your work
4. Good Dealer network in Retail
5. Lot of Power
6. Sales officer is the best role available at initial level
7. Peer group are ok and comes from good colleges 
8. Learning opportunities are immense
9. Initiatives taken are appreciated
10. Tech savvy company , lot of good IT initiatives","1. Promotion system is very trivial , biased and not open
2. Not much incentives to work
3. Lot of Risk involved
4. working hours are more 
5. EGO issues with senior management
6. Favouritism in promotion system
7. Transfer policy is not clear
8. You can be given any profile or location without even asking you
9. Almost no growth in salary over the years",Show more,,,
3.0,11 Sept 2016,"Good employer, good opportunities but PSU at the heart of all business",https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW11893403.htm,Anonymous employee,"Current employee, less than 1 year","Lot of focus on young employees; challenging assignments;
Progressive leadership;
Changing work environment, with ambitious heavy investment projects, therefore more opportunities to grow professionally.
Corporation has seen huge growth in business over last few years.","Company's investment on the personal development of employees is very low. Also the environment at workplace is not conducive to constant learning and breakthrough innovation.
Exposure to the industry and market is nil for the support functions. Rapid growth is not possible withing company compared to private companies. 
Important decisions are central and limited autonomy at work.
Significant number of the support staff that I come across are ROAD (retired on active duty).
No work from home and heavy reliance on the presenteeism (BIC);
Pay isn't that comparative either,",Show more,Mumbai,,
