"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"4.0","12 Sept 2024","good","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90940925.htm","Personal banker","Former employee, more than 1 year","Indore","good job and good salary","work pressure and work environment","Show more","",""
"3.0","28 Aug 2024","It's a good company to work only if you have lot of time and don't have any personal life","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90524150.htm","Virtual customer service representative","Former employee, less than 1 year","Mumbai","Has a lot of scope in future growth as it is Indias biggest bank","No work life balance at all","Show more","",""
"5.0","10 Sept 2024","Good culture and evolving bank","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90870199.htm","Internal auditor","Current employee","","","","","Good culture and very much digitalized bank","No cons in this bank"
"2.0","11 Sept 2024","Hdfc bank experience","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90932434.htm","National account manager","Former employee, more than 1 year","Mumbai","","","","Biggest bank, benefits, Team support","Bad culture, toxic work culture, no work life balance"
"4.0","11 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90940790.htm","Business analyst","Former contractor, less than 1 year","","Good work environment, salary, culture, good boss","Less pay, more than 9-5 work","Show more","",""
"3.0","8 Sept 2024","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90824139.htm","Deputy manager","Current employee, less than 1 year","","","","","Apart from salary bank offers stocks as well which keeps employee motivated.","Salary doesn't increase as much because increment is so less."
"4.0","11 Sept 2024","HDFC bank manager","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90922157.htm","Manager","Current employee, more than 1 year","New Delhi","","","","Good policies and timely salary","Work culture and pressure is alot"
"2.0","11 Sept 2024","No work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90935783.htm","Deputy manager - operations","Current employee, more than 1 year","Hyderābād","On time salary
Nothing else","Nil work life balance
Stressful work environment
Rigid leave policy","Show more","",""
"3.0","10 Sept 2024","You can join for stability","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90866747.htm","Senior credit manager","Current employee","Haryāna","","","","Stability, Competitive environment, learning, banking","Slow growth, hikes, after some time job will become monotonous"
"3.0","4 Sept 2024","Okay","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90703454.htm","Business analyst","Current employee, more than 1 year","Mumbai","Secure job as it is one of the biggest banks of India","Politics and extremely arrogant team leads","Show more","",""
