review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
5.0,20 Jan 2022,Great place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58261414.htm,Sales manager,"Current employee, more than 3 years",Pune,,,,Pramotions with in 2 years,Lateseating is manjor c concern
4.0,19 Jan 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58196251.htm,Officer sales,"Current employee, more than 3 years",Pathanapuram,Best work culture and good management,Less remuneration as compared to peers,Show more,,
4.0,24 Jan 2022,Great,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58472736.htm,Software engineer,Current employee,Mumbai,,,,All good is here. What to do,Not applicable… no cons nothing
4.0,19 Jan 2022,Good career,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58182561.htm,Assistant manager,"Current employee, less than 1 year",,"Good career,
Great opportunity for freshers
Good work place","Sales,
Timing
Telesales,Career options is not so good",Show more,,
2.0,2 Feb 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58982969.htm,Relationship manager,Current employee,Hyderābād,,,,"Good, salary, skills development, opportunity,fair","Work Pressure, timings,hick, location,salary growth"
3.0,20 Jan 2022,Ok,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58294276.htm,Credit analyst,"Current employee, less than 1 year",Calcutta,Ok to work here as CM,Not that great for work life balance,Show more,,
2.0,17 Jan 2022,Not so good,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58079118.htm,Assistant manager,"Former employee, more than 1 year",Ahmedabad,"Good work culture,
Friendly employee
Friendly softwares to work on","Long working hours,
Leave acceptance is minimal",Show more,,
4.0,18 Jan 2022,Axis bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58094705.htm,Priority relationship manager,Current employee,Calcutta,,,,Depends on how the supervisor is.,Work life balance is the main problem
3.0,27 Jan 2022,Average,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58653309.htm,Relationship manager,"Former employee, more than 1 year",,,,,The Salary is on time,"Culture, pressure, politics, work timings"
3.0,19 Jan 2022,Good organization,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58227140.htm,Assistant manager,"Former employee, more than 1 year",,,,,"Learn new thing, opportunity for growth.","long working hours , late sitting"
5.0,19 Jan 2022,Kyc,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58228983.htm,Officer,Former employee,,,,,Good bank to join for carrear,All good to work here
4.0,20 Jan 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58263818.htm,Assistant manager (retail forex and remittance),"Current employee, more than 1 year",,You can gain good knowledge,"There is No work life 
Balanace",Show more,,
4.0,22 Jan 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58350626.htm,Intern,Former employee,,,,,Work hours are comparitively less,This is a good company
3.0,19 Jan 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58161995.htm,Sales associate,"Current employee, more than 3 years",Noida,All good good invirment helping team,No comments there is nothing,Show more,,
