"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"2.0","24 Jul 2017","politics","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW16054903.htm","Marketing","Current employee, less than 1 year","","","Thāne","company is very good 
managment is good","people are  non supportive because of few people politics i have to leave the job
dirty politics
stop favourism","Show more"
"4.0","24 Jan 2018","Senior Research Scientist","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW18891342.htm","Anonymous employee","Current employee","good management with freedom to work, discuss, share opinions","middle management is not technically strong/good enough to help the people to grow or company to grow","","","",""
"5.0","15 Jan 2019","Great company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW24212681.htm","Anonymous employee","Current employee","Choice to work in various product portfolios; Great team and learning curve","Documentation and bureaucracy can be difficult at times to deal with","","","",""
"5.0","30 Jun 2019","good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW27707413.htm","Anonymous employee","Current employee, more than 3 years","","","Visakhapatnam","1. More focus on quality aspect
2. Good HR policy","The unit i am working with is good and have not found any cons","Show more"
"4.0","17 Nov 2019","Great company but leadership requires relook","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW30418039.htm","Anonymous employee","Former employee, more than 3 years","","","Hyderābād","1. Work life balance
2. Policies of company","1. Execution strategy is pitiful in biologics
2. Leadership in biologics need severe improvement","Show more"
"3.0","24 Mar 2020","Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW32469606.htm","Asstt manager","Former employee, more than 1 year","","","Hyderābād","Stable Job with a lot of employee friendly policies","not challenging enough; some amount of office politics","Show more"
"4.0","6 Oct 2020","Operating procedures are performed as per cGMP guidelines","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW36814222.htm","Operator","Current employee","Operating machines , work with standard operating procedures (SOP), and follow safety guidelines and cGMP","Nothing is there to write cons*","Hyderābād","","",""
"4.0","15 May 2021","Decent first opportunity","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW46981507.htm","Production team member","Current employee, less than 1 year","Scope to lear and get valuable experience","Based on your location the people surrounding you can be major con, both in terms of skillset and personality","Miryalaguda","","",""
"4.0","23 Sept 2021","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW52971250.htm","Process associate","Former employee, less than 1 year","Good relations,good team,shod learn to your interest,good motivation from higher people encourage in a proper way","More work,nothing as such by the time I worked","Hyderābād","","",""
"5.0","30 Dec 2021","Opportunities for employees","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW57255595.htm","Manager","Former employee, more than 8 years","Self respect, superb place for starting & propelling to top of career path.","Need to improve on options to choose the career path for freshers","Hyderābād","","",""
"5.0","11 Feb 2014","Working at Dr Reddys is a great and rewarding experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW3681734.htm","Anonymous employee","Current employee, more than 5 years","Highly Professional Work culture,good HR policies and great infrastructure","Regionalism in middle management is a big concern","","","",""
"4.0","23 Sept 2015","Packaging Technologist","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW8051616.htm","Packaging technologist","Current employee","Good working Enviornment, Open door policy, Regular All Hands meet with top level management.","Too many formalities to get the work done. not preferable for interns.","Hyderābād","","",""
"4.0","4 May 2016","Review","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW10495448.htm","Anonymous employee","Former employee, more than 3 years","","","Hyderābād","Great place to work with full of challenges and where we can upgrade us.","Its a complex environment where employees have to perform on their own.","Show more"
"5.0","17 Jun 2016","Scientific business officer","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW10963554.htm","Smart work, leadership quality, early adopter","Current employee","","","Ahmedabad","Excellent working culture,  future growth","Learnt lot of new things from Dr reddy's but want future growth","Show more"
"3.0","2 Jul 2016","Overall","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW11112720.htm","Scientist","Current employee, less than 1 year","","","Hyderābād","Good place and values best culture.","Politics in higher management. No promotions. less pay /increments. very smart HR.Downs some one to make someone up.","Show more"
"4.0","17 Feb 2018","good place to work in industry","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW19292631.htm","Researcher","Former employee, more than 1 year","","","Hyderābād","you will learn so many things while working here","You have to work hard","Show more"
"5.0","19 Sept 2018","Wonderfull and fruitfull experiences i have got from here","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW22562511.htm","Engineering team leader","Current employee, more than 3 years","","","Baddi","Motivation, learning development, skill development, leadership enhancement","Growth rate is poor, need to improve","Show more"
"3.0","10 Nov 2018","Asst.Manager, Electrical&Instrumentation","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW23351320.htm","Assistant manager","Former employee, more than 5 years","","","Hyderābād","best principle oriented company in pharmaceutical industry.","support is very less for the employee","Show more"
"4.0","20 Nov 2018","GREAT","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW23494309.htm","Asm (area sales manager)","Former employee, more than 10 years","","","Mumbai","Very Clear Friendly atmosphere Really enjoyed working for almost 26 years with Dr. Reddys","The Closing Primary Pressure Should minimise","Show more"
"4.0","11 Apr 2019","Good company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW25632429.htm","Anonymous employee","Current employee","Good company to work. Better work culture compared to other indian conpanies","Company started restructuring program including cost cutting/ lay off and vertical growth","Hyderābād","","",""
"4.0","29 Aug 2019","New learnings during  work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW28916351.htm","Anonymous employee","Current employee","Ethics and moral values of employee are too good. Moreover we can get new learnings with advanced systems.","Not found such downside issues","","","",""
"4.0","17 Sept 2019","Good place to begin your career","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW29293063.htm","Anonymous employee","Former employee, more than 1 year","Good work culture,  lots of learning opportunities","Growth opportunities are limited due to stagnancy in the top management which percolates downward","","","",""
"5.0","22 Jun 2020","Good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW33830737.htm","Human resources manager","Current employee","V goodCulture- Respect for individual , leaders are v much approachable","Nothing I see right now... it’sa good company to work with","Hyderābād","","",""
"5.0","13 Aug 2020","Good company for learning and growth to certain level","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW34864681.htm","Supplier quality manager","Current employee, more than 10 years","Opportunities to learn , Freedom to take decisions,","Middle management not in line with the top management Vision","Hyderābād","","",""
"5.0","3 Sept 2020","Good company to start your career in pharma industry","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW35580500.htm","Anonymous employee","Current employee, less than 1 year","Good work culture and takes good care of employee's safety in plant locations","Nothing that I can remember","Hyderābād","","",""
"4.0","4 Sept 2020","DRL is definitely one of the best pharma companies out there","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW35641732.htm","Anonymous intern","Former intern","Its a great place to work for","Didn't find any cons during my short peruod of internship.","","","",""
"5.0","22 Jun 2021","Great organization to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW48709686.htm","Senior supply chain manager","Current employee, more than 1 year","","","Hyderābād","Work culture is great. Leadership and Ownership are great.","Limited growth opportunities. Promotions are less transparent.","Show more"
"4.0","7 Oct 2021","Learning culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW53698391.htm","Anonymous employee","Current employee, more than 1 year","","","","Working culture is good. Everything is depends on you","Management could be better. More pressure on analyst.","Show more"
"4.0","26 Oct 2021","experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW54503955.htm","Software engineer(internship)","Former employee, less than 1 year","","","Bengaluru","1. a reason to work at reddy's would be the work atmosphere and cheerfulness.","1. a reason not to would be because its a pharma company.","Show more"
"4.0","5 Nov 2021","Best place to settle at a higher position or begin your career in","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW54983082.htm","Senior production specialist","Current employee","","","Hyderābād","Great Work Culture
Positive environment
Good HR Policies","Less manpower
So, a lot of burden","Show more"
"4.0","5 Jun 2012","People centric company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1559295.htm","Junior manager","Former employee, more than 1 year","","","Hyderābād","People centric
Opportunity to explore your role
Frequent role change opportunities","Lack of guidance
Less transparency
Biased
No fast track growth options","Show more"
"4.0","3 Aug 2012","My Job Review","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1805692.htm","Scientific business manager","Current employee, more than 3 years","","","Indore","Best culture & values to learn  and practice.","oppertunities definitely come but late.","Show more"
